"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SPKR2ZGY","journalArticle","2019","Manuschevich, Daniela; Sarricolea, Pablo; Galleguillos, Mauricio","Integrating socio-ecological dynamics into land use policy outcomes: A spatial scenario approach for native forest conservation in south-central Chile","Land Use Policy","","0264-8377","10.1016/j.landusepol.2019.01.042","https://linkinghub.elsevier.com/retrieve/pii/S0264837718307518","Chile is one of the first documented nations to undergo a forest transition dominated by tree farm expansion. Scenario modelling can inform the possible outcomes of forest conservation policies, especially when the scenarios are rooted in the political dynamics that shaped the current legislation. In Chile, tree farms of non-native Radiata Pine and Eucalyptus provide a fast return on investment. Today, fast-growing plantations compete for land area with forest conservation, putting the unique bundle of ecosystem services provided by the latter at risk. Based on a previous political analysis, we propose scenarios projected to 2030 to compare a business-as-usual scenario with A) a conservation scenario based on strict land use restrictions B) an optimistic conservation scenario; C) an unrestricted industrial land use scenario; and D) a restricted industrial land use scenario. The scenarios differ in terms of the implemented policy instruments and the land area required for each land use. We compared these scenarios in terms of carbon stock, control of erosion and wood production, all of which are relevant in the current Chilean political debate. A conservation scenario (A), that combines incentives and restrictions, would imply the largest increase in native forest and regulation services, namely carbon stock and erosion control. In contrast, an unrestricted industrial land use scenario (C) leads to the worst outcomes in terms of erosion compared to a business-as-usual scenario. This study seeks to link political and economic processes underpinning land use change to environmental outcomes, while contributing to the larger discussion on forest policy, forest transitions and environmental outcomes. © 2019","2019-05","2019-03-27 19:25:13","2019-03-27 19:28:06","2019-03-27 19:25:13","31-42","","","84","","","Integrating socio-ecological dynamics into land use policy outcomes","","","","","","","en","","","","","Crossref","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Manuschevich et al_2019_Integrating socio-ecological dynamics into land use policy outcomes.pdf","","Cambio de Uso de Suelo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6LXNALJ","journalArticle","2019","Ortega, Cristina; Vargas, Gabriel; Rojas, Maisa; Rutllant, José A.; Muñoz, Práxedes; Lange, Carina B.; Pantoja, Silvio; Dezileau, Laurent; Ortlieb, Luc","Extreme ENSO-driven torrential rainfalls at the southern edge of the Atacama Desert during the Late Holocene and their projection into the 21th century","Global and Planetary Change","","0921-8181","10.1016/j.gloplacha.2019.02.011","https://linkinghub.elsevier.com/retrieve/pii/S0921818118304995","Extreme precipitation events and multi-annual droughts, especially in arid to semi-arid subtropical regions, are among the most critical El Niño Southern Oscillation (ENSO) and global climate change impacts. Here, we assess the variability of torrential rainfall during the Late Holocene and its projection into the 21st century at the southern edge of the hyperarid Atacama Desert. The analysis of historical data since the beginning of the 20th century reveals that most (76.5%) alluvial disasters in the southern Atacama Desert (26–30°S) have resulted from extreme rainfall events occurring between March and September under El Niño conditions, and more frequently during the warm phase of the Pacific Decadal Oscillation. Particular rainfall events under these ocean-climate conditions are associated with the convective phase of the Madden-Julian Oscillation (MJO) near the central-equatorial Pacific, resulting in warmer sea surface temperature (SST) there and in the triggering of persistent/intense Pacific South America (PSA) tropical-extratropical teleconnection patterns which result in blocking of the westerly flow at high latitudes and the subsequent deviation of storm tracks towards central-northern Chile. On a longer timescale, marine sediments from Tongoy Bay (30°S) reveal an increasing trend of stronger runoff by torrential coastal rain since ca. 3500 cal yr BP and even stronger heavy rainfall since ca. 1700 cal yr BP. Highly variable coastal sea surface temperatures in the same time span deduced from the sedimentary record can be explained by intensified southerly winds in connection with stronger alongshore pressure gradients and reduced coastal low-cloud cover. Both storm intensification and increased intensity of upwelling-favorable winds point to a variable climate conditioned by strengthened interannual ENSO and interdecadal ENSO-like variability during the Late Holocene. Climate projections from the Coupled Model Intercomparison Project Phase 5 (CMIP5) indicate a reduction in annual precipitation of 15–30% during the current century, together with an intensification of the storms, such as the alluvial disaster on March 25, 2015 in Atacama. © 2019 Elsevier B.V.","2019-04","2019-03-27 19:29:57","2019-04-03 13:24:11","2019-03-27 19:29:57","226-237","","","175","","","","","","","","","","en","","","","","Crossref","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Ortega et al_2019_Extreme ENSO-driven torrential rainfalls at the southern edge of the Atacama.pdf","","Gobernanza e Interfaz Ciencia y Política","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6QEGB8C","journalArticle","2019","Yevenes, Mariela A.; Lagos, Nelson A.; Farías, Laura; Vargas, Cristian A.","Greenhouse gases, nutrients and the carbonate system in the Reloncaví Fjord (Northern Chilean Patagonia): Implications on aquaculture of the mussel, Mytilus chilensis, during an episodic volcanic eruption","Science of The Total Environment","","0048-9697","10.1016/j.scitotenv.2019.03.037","https://linkinghub.elsevier.com/retrieve/pii/S0048969719310150","This study investigates the immediate and mid-term effects of the biogeochemical variables input into the Reloncaví fjord (41°40′S; 72°23′O) as a result of the eruption of Calbuco volcano. Reloncaví is an estuarine system supporting one of the largest mussels farming production within Northern Chilean-Patagonia. Field-surveys were conducted immediately after the volcanic eruption (23–30 April 2015), one month (May 2015), and five months posterior to the event (September 2015). Water samples were collected from three stations along the fjord to determine greenhouse gases [GHG: methane (CH 4 ), nitrous oxide (N 2 O)], nutrients [NO 3 − , NO 2 − , PO 4 3− , Si(OH) 4 , sulphate (SO 4 2− )], and carbonate systems parameters [total pH (pHT), temperature, salinity, dissolved oxygen (O 2 ), and total alkalinity (AT)]. Additionally, the impact of physicochemical changes in the water column on juveniles of the produced Chilean blue mussel, Mytilus chilensis, was also studied. Following the eruption, a large phytoplankton bloom led to an increase in pH T , due to the uptake of dissolved-inorganic carbon in photic waters, potentially associated with the runoff of continental soil covered in volcanic ash. Indeed, high surface SO 4 2− and GHG were observed to be associated with river discharges. No direct evidence of the eruption was observed within the carbonate system. Notwithstanding, a vertical pattern was observed, with an undersaturation of aragonite (Ω Ar &lt; 1) both in brackish surface (&lt;3 m) and deep waters (&gt;10 m), and saturated values in subsurface waters (3 to 7 m). Simultaneously, juvenile mussel shells showed maximized length and weight at 4 m depth. Results suggest a localized impact of the volcanic eruption on surface GHG, nutrients and short-term effects on the carbonate system. Optimal conditions for mussel calcification were identified within a subsurface refuge in the fjord. These specific attributes can be integrated into adaptation strategies by the mussel aquaculture industry to confront ocean acidification and changing runoff conditions. © 2019 Elsevier B.V.","2019-06","2019-03-27 19:34:56","2019-03-27 19:38:49","2019-03-27 19:34:56","49-61","","","669","","","Greenhouse gases, nutrients and the carbonate system in the Reloncaví Fjord (Northern Chilean Patagonia)","","","","","","","en","","","","","Crossref","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Yevenes et al_2019_Greenhouse gases, nutrients and the carbonate system in the Reloncaví Fjord.pdf","","Zonas Costeras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FANW7NXL","journalArticle","2019","Rowe, Penny M.; Cordero, Raul R.; Warren, Stephen G.; Stewart, Emily; Doherty, Sarah J.; Pankow, Alec; Schrempf, Michael; Casassa, Gino; Carrasco, Jorge; Pizarro, Jaime; MacDonell, Shelley; Damiani, Alessandro; Lambert, Fabrice; Rondanelli, Roberto; Huneeus, Nicolas; Fernandoy, Francisco; Neshyba, Steven","Black carbon and other light-absorbing impurities in snow in the Chilean Andes","Scientific Reports","","2045-2322","10.1038/s41598-019-39312-0","http://www.nature.com/articles/s41598-019-39312-0","Vertical profiles of black carbon (BC) and other light-absorbing impurities were measured in seasonal snow and permanent snowfields in the Chilean Andes during Austral winters 2015 and 2016, at 22 sites between latitudes 18°S and 41°S. The samples were analyzed for spectrally-resolved visible light absorption. For surface snow, the average mass mixing ratio of BC was 15 ng/g in northern Chile (18–33°S), 28 ng/g near Santiago (a major city near latitude 33°S, where urban pollution plays a significant role), and 13 ng/g in southern Chile (33–41°S). The regional average vertically-integrated loading of BC was 207 µg/m 2 in the north, 780 µg/m 2 near Santiago, and 2500 µg/m 2 in the south, where the snow season was longer and the snow was deeper. For samples collected at locations where there had been no new snowfall for a week or more, the BC concentration in surface snow was high (~10–100 ng/g) and the sub-surface snow was comparatively clean, indicating the dominance of dry deposition of BC. Mean albedo reductions due to light-absorbing impurities were 0.0150, 0.0160, and 0.0077 for snow grain radii of 100 µm for northern Chile, the region near Santiago, and southern Chile; respective mean radiative forcings for the winter months were 2.8, 1.4, and 0.6 W/m 2 . In northern Chile, our measurements indicate that light-absorption by impurities in snow was dominated by dust rather than BC. © 2019, The Author(s).","2019-12","2019-03-27 19:39:32","2019-03-27 19:40:26","2019-03-27 19:39:32","","","1","9","","","","","","","","","","en","","","","","Crossref","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Rowe et al_2019_Black carbon and other light-absorbing impurities in snow in the Chilean Andes.pdf","","Ciudades Resilientes; Zonas Costeras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6LKJD7R","journalArticle","2019","Rondanelli, R.; Hatchett, B.; Rutllant, J.; Bozkurt, D.; Garreaud, R.","Strongest MJO on Record Triggers Extreme Atacama Rainfall and Warmth in Antarctica","Geophysical Research Letters","","0094-8276","10.1029/2018GL081475","https://onlinelibrary.wiley.com/doi/abs/10.1029/2018GL081475","Tropical perturbations have been shown theoretically and observationally to excite long range atmospheric responses in the form of Rossby wave teleconnections that result from the equator to pole gradient of planetary vorticity. An extreme teleconnection event occurred during March 2015 in the Southeastern Pacific. As a result, extreme high temperatures were observed in Southwestern South America and the Antarctic Peninsula simultaneously with an extreme rainfall and flood event in the hyperarid Atacama desert.%%%%%%We show that the origin of these seemingly disconnected extreme events can be traced to a Rossby wave response to the strongest Madden‐Julian Oscillation (MJO) on record in the tropical central Pacific. A barotropic wavenumber 3 to 4 perturbation with group velocity between 15 to 30 m/s is consistent with the trajectory and timing followed by the upper level anomalies radiating away from the tropics after the MJO episode.","2019-03-19","2019-03-27 19:47:09","2019-04-02 14:30:27","2019-03-27 19:47:09","","","","","","","","","","","","","","en","","","","","Crossref","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Rondanelli et al_2019_Strongest MJO on Record Triggers Extreme Atacama Rainfall and Warmth in.pdf","","Agua y Extremos; Zonas Costeras; Transversal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7YP5KZJC","journalArticle","2019","Soto, L.; Galleguillos, M.; Seguel, O.; Sotomayor, B.; Lara, A.","Assessment of soil physical properties' statuses under different land covers within a landscape dominated by exotic industrial tree plantations in south-central Chile","Journal of Soil and Water Conservation","","0022-4561","10.2489/jswc.74.1.12","http://www.jswconline.org/lookup/doi/10.2489/jswc.74.1.12","Land use and land cover changes (LULCC) within a highly anthropized Mediterranean landscape dominated by industrial tree plantation leads to degradation of soil physical properties. This process has been more intense in the coastal range of south-central%%%Chile due to its soils, which are highly susceptible to erosion, combined with a long history of intensive land use changes during the last century, transitioning from native forest (NF) to agriculture and the more recent establishment of Pinus radiata and Eucalyptus spp. exotic tree plantations. In this context, the aim of this study was to assess the statuses of soil physical properties over different land cover situations. Historical land cover maps were determined via supervised classifications using the maximum likelihood classifier applied to satellite imagery. Five land use and land cover categories (LULC) were defined according to main land cover transitions associated with active and abandoned forestry operations that have been reported in the region: NF, pine plantation (P), eucalyptus plantation (Eu), early successional (E-S), and secondary successional (S-S). Successional stages were generated using change detection statistics considering changes between 2001 and 2014 maps. Soil samples were collected at%%%three depths in 39 plots that describe the five LULC. High clay contents were found in all%%%the LULC except Eu and P. These sites have shown more signs of degradation, with lower%%%organic matter (SOM) and macropores and higher shear strength (ShS). Soil organic matter was consistent with litter contribution and quality, establishing lower bulk density (Db) for NF and S-S and higher values for Eu and E-S. ShS and dispersion rate (DR) exhibit a correlation with SOM with lower ShS and higher DR when SOM increased. Relevant differences were identified for structural stability index (SSI) between LULC depending on soil physical quality, besides a positive correlation with SOM. Those results show the need to generate appropriate conditions of vegetation cover in order to recover soils subjected to current forestry management of industrial plantations.","2019","2019-03-27 19:47:17","2019-03-27 20:35:29","2019-03-27 19:47:17","12-23","","1","74","","","","","","","","","","en","","","","","Crossref","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Soto et al_2019_Assessment of soil physical properties' statuses under different land covers.pdf","","Cambio de Uso de Suelo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UAK8YSV","journalArticle","2019","Tobasura Morales, David; Gurri, Francisco D.; Blanco Wells, Gustavo; Schmook, Birgit","Enredando bosques y comunidades: territorialización de REDD+ en el ejido Felipe Carrillo Puerto, México","Cuadernos de Desarrollo Rural","","0122-1450","10.11144/Javeriana.cdr15-81.ebct","https://revistas.javeriana.edu.co/index.php/desarrolloRural/article/view/22214","Analizamos los efectos discursivos y relacionales del proyecto piloto Reducción de Emisiones por Deforestación y Degradación (REDD+) en unidades domésticas con y sin derechos de acceso a la tierra en el ejido Felipe Carrillo Puerto, Quintana Roo. A partir de encuestas y entrevistas semiestructuradas, identificamos dispositivos que favorecen la adopción de prácticas de conservación por parte de los ejidatarios propietarios de la tierra, pero que restringen el manejo forestal tradicional. Estas dinámicas generan cambios en las estrategias de subsistencia de las unidades domésticas y limitan la participación y distribución de beneficios a mujeres, jóvenes y avecindados sin propiedad de la tierra.","2019-02-14","2019-03-27 20:00:17","2019-04-03 13:23:56","2019-03-27 20:00:17","1-18","","81","15","","","Enredando bosques y comunidades","","","","","","","","","","","","Crossref","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Tobasura Morales et al_2019_Enredando bosques y comunidades.pdf","","Gobernanza e Interfaz Ciencia y Política","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMFG3T6Y","journalArticle","2019","Tejo, Camila F.; Fontúrbel, Francisco E.","A vertical forest within the forest: millenary trees from the Valdivian rainforest as biodiversity hubs","Ecology","","0012-9658","10.1002/ecy.2584","http://doi.wiley.com/10.1002/ecy.2584","Alerce (Fitzroya cupressoides (Molina) I.M. Johnst., Cupressaceae), known as Lahuan by the Mapuche people, is the most iconic endemic conifer of southern Chile and adjacent Argentina (Fig. 1). It can reach monumental dimensions (up to 5 m in diameter and over 50 m in height) and has remarkable longevity (Lara et al. 1999, Clement et al. 2001, Donoso‐Zeggers 2006, Urrutia‐Jalabert et al. 2015). The oldest alerce tree recorded is over 3,600 years old, making this species the second longest‐lived tree in the world after the North American Bristlecone pine (Pinus longaeva D. K. Bailey) (Lara and Villalba 1993).","2019-02-21","2019-03-27 20:03:07","2019-03-27 20:37:19","2019-03-27 20:03:07","e02584","","","","","","A vertical forest within the forest","","","","","","","en","","","","","Crossref","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Tejo_Fontúrbel_2019_A vertical forest within the forest.pdf","","Cambio de Uso de Suelo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YEI8NECV","journalArticle","2019","Collins, James A.; Lamy, Frank; Kaiser, Jérôme; Ruggieri, Nicoletta; Henkel, Susann; De Pol‐Holz, Ricardo; Garreaud, René; Arz, Helge W.","Centennial‐Scale SE Pacific Sea Surface Temperature Variability Over the Past 2,300 Years","Paleoceanography and Paleoclimatology","","2572-4517","10.1029/2018PA003465","https://onlinelibrary.wiley.com/doi/abs/10.1029/2018PA003465","Detailed temperature reconstructions over the past 2,000 years are important for contextualizing modern climate change. The midlatitude SE Pacific is a key region in this regard in terms of understanding the climatic linkages between the tropics and southern high latitudes. Multicentennial timescale temperature variability remains, however, poorly understood, due to a lack of long, high-temporal-resolution temperature records from this region and from the southern high latitudes in general. We present a unique alkenone sea surface temperature (SST) record from 44°S on the southern Chilean margin in the SE Pacific spanning the last 2,300 years at decadal resolution. The record displays relatively large changes including a cooling transition from 14 to 12.5 °C between 1,100 and 600 cal yr BP, in line with other Chile margin SST records and coeval with Antarctic cooling. This cooling is attributable to reduced Southern Ocean deep convection, driven by a late Holocene sea-ice increase in the Weddell Sea associated with increased El-Niño Southern Oscillation variability. Superimposed on the late Holocene cooling, we observe multicentennial timescale SST variability, including relatively cool SSTs (12.5 °C) from 950 to 500 cal yr BP, corresponding to the Medieval Climate Anomaly, and warmer SSTs (13 °C) from 500 to 200 cal yr BP, corresponding to the Little Ice Age. These oscillations may reflect either multicentennial internal variability of the Southern Ocean deep convection and/or multicentennial variability in the phasing of El-Niño Southern Oscillation and Southern Annular Mode events. ©2019. American Geophysical Union. All Rights Reserved.","2019-03-14","2019-04-01 13:40:03","2019-04-02 14:29:59","2019-04-01 13:40:03","","","","","","","","","","","","","","en","","","","","Crossref","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Collins et al_2019_Centennial‐Scale SE Pacific Sea Surface Temperature Variability Over the Past.pdf","","Agua y Extremos; Cambio de Uso de Suelo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JMG4VVW3","journalArticle","2019","Seth, Anji; Giannini, Alessandra; Rojas, Maisa; Rauscher, Sara A.; Bordoni, Simona; Singh, Deepti; Camargo, Suzana J.","Monsoon Responses to Climate Changes—Connecting Past, Present and Future","Current Climate Change Reports","","2198-6061","10.1007/s40641-019-00125-y","http://link.springer.com/10.1007/s40641-019-00125-y","Purpose of Review: Knowledge of how monsoons will respond to external forcings through the twenty-first century has been confounded by incomplete theories of tropical climate and insufficient representation in climate models. This review highlights recent insights from past warm climates and historical trends that can inform our understanding of monsoon evolution in the context of an emerging energetic framework. Recent Findings: Projections consistent with paleoclimate evidence and theory indicate expanded/wetter monsoons in Africa and Asia, with continued uncertainty in the Americas. Twentieth century observations are not congruent with expectations of monsoon responses to radiative forcing from greenhouse gases, due to the confounding effect of aerosols. Lines of evidence from warm climate analogues indicate that while monsoons respond in globally coherent and predictable ways to orbital forcing and inter-hemispheric thermal gradients, there are differences in response to these forcings and also between land and ocean. Summary: Further understanding of monsoon responses to climate change will require refinement of the energetic framework to incorporate zonal asymmetries and the use of model hierarchies. © 2019, Springer Nature Switzerland AG.","2019-03-18","2019-04-01 13:41:25","2019-04-03 13:23:45","2019-04-01 13:41:25","","","","","","","","","","","","","","en","","","","","Crossref","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Seth et al_2019_Monsoon Responses to Climate Changes—Connecting Past, Present and Future.pdf","","Gobernanza e Interfaz Ciencia y Política","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VHWRKC47","journalArticle","2019","Altamirano, Adison; Miranda, Alejandro; Meli, Paula; Dehennin, Joris; Muys, Bart; Prado, Marco; Catalán, Germán; Smith-Ramírez, Cecilia; Bustamante-Sánchez, Marcela; Lisón, Fulgencio; María Rey-Benayas, José","Spatial congruence among indicators of recovery completeness in a Mediterranean forest landscape: Implications for planning large-scale restoration","Ecological Indicators","","1470-160X","10.1016/j.ecolind.2019.03.046","https://linkinghub.elsevier.com/retrieve/pii/S1470160X19302274","Natural regeneration has been proposed as a cost-effective forest restoration approach for both small and largescale initiatives. However, attributes for assessing the success of forest restoration through natural regeneration may vary among them in spatial patterns depending on the scale of analysis and on environmental gradients. Here we analysed the spatial patterns of recovery completeness (i.e. how similar attributes in restored forests are to the same attributes in reference forests) in response to environmental factors in a Mediterranean forest landscape of Central Chile. We evaluated (1) forest recovery completeness using basal area (BA), quadratic mean diameter (QMD), adult species density (ASD), adult species richness (ASR), and seedling species richness (SSR); (2) the spatial congruence of recovery completeness estimated by each of these indicators; and (3) the environmental factors potentially shaping these spatial patterns. We used field measurements and geospatial information sources to quantify and predict indicator responses by fitting boosted regression tree models. To assess the spatial congruence of predictions we overlaid high-level recovery completeness values for all indicators. Overall recovery completeness in the study area was 72.7%, suggesting positive prospects for attaining fully restored forests. Recovery completeness had a resulted higher for diversity (92.3%−99.6%) than structural forest attributes (33.5%−76.9%); however, spatial congruence among recovery indicators was low due to the uneven spatial responses of each indicator. The maximum potential spatial congruence was<10%, and was predicted only by two environmental variables (soil bulk density and slope). Our results suggest that low spatial congruence among forest recovery indicators may hinder the monitoring of restoration at large scales. The implications of such divergence in defining restoration success can be enormous given the current global challenge of forest restoration. Although our research was tested in a threatened region of global importance, our results may have wider significance for restoration planning providing cautionary notes and recommendations for the appropriate use of forest recovery indicators when monitoring large-scale restoration projects.","2019-07","2019-05-13 13:41:58","2019-05-13 15:06:17","2019-05-13 13:41:58","752-759","","","102","","Ecological Indicators","Spatial congruence among indicators of recovery completeness in a Mediterranean forest landscape","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Altamirano et al_2019_Spatial congruence among indicators of recovery completeness in a Mediterranean.pdf","","Cambio de Uso de Suelo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KLYGUH9C","journalArticle","2019","Rojas, Maisa; Lambert, Fabrice; Ramirez-Villegas, Julian; Challinor, Andrew J.","Emergence of robust precipitation changes across crop production areas in the 21st century","Proceedings of the National Academy of Sciences","","0027-8424","10.1073/pnas.1811463116","http://www.pnas.org/lookup/doi/10.1073/pnas.1811463116","A warming climate will affect regional precipitation and hence food supply. However, only a few regions around the world are currently undergoing precipitation changes that can be attributed to climate change. Knowing when such changes are projected to emerge outside natural variability—the time of emergence (TOE)—is critical for taking effective adaptation measures. Using ensemble climate projections, we determine the TOE of regional precipitation changes globally and in particular for the growing areas of four major crops. We find relatively early (<2040) emergence of precipitation trends for all four crops. Reduced (increased) precipitation trends encompass 1–14% (3–31%) of global production of maize, wheat, rice, and soybean. Comparing results for RCP8.5 and RCP2.6 clearly shows that emissions compatible with the Paris Agreement result in far less cropped land experiencing novel climates. However, the existence of a TOE, even under the lowest emission scenario, and a small probability for early emergence emphasize the urgent need for adaptation measures. We also show how both the urgency of adaptation and the extent of mitigation vary geographically.","2019-04-02","2019-05-13 13:42:15","2019-05-13 15:03:36","2019-05-13 13:42:15","6673-6678","","14","116","","Proc Natl Acad Sci USA","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Rojas et al_2019_Emergence of robust precipitation changes across crop production areas in the.pdf","","Ciudades Resilientes; Gobernanza e Interfaz Ciencia y Política","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJHIQR7T","journalArticle","2019","Moreno, Karen; Bostelmann, Juan Enrique; Macías, Cintia; Navarro-Harris, Ximena; De Pol-Holz, Ricardo; Pino, Mario","A late Pleistocene human footprint from the Pilauco archaeological site, northern Patagonia, Chile","PLOS ONE","","1932-6203","10.1371/journal.pone.0213572","http://dx.plos.org/10.1371/journal.pone.0213572","The present study describes the discovery of a singular sedimentary structure corresponding to an ichnite that was excavated at the paleo-archaeological site Pilauco (Osorno, Chile). The trace fossil is associated with megafauna bones, plant material and unifacial lithic tools. Here we present a detailed analysis of the Pilauco ichnite and associated sedimentary structures, as well as new radiocarbon data. The ichnological analysis confidently assigns the trace to the ichnospecies Hominipes modernus—a hominoid footprint usually related to Homo sapiens. Some particular characteristics of the Pilauco trace include an elongated distal hallux, lateral digit impressions obliterated by the collapsed sediment, and sediment lumps inside and around the trace. In order to evaluate the origin of the ichnite, trackmaking experiments are performed on re-hydrated fossil bed sediments. The results demonstrate that a human agent could easily generate a footprint morphology equivalent to the sedimentary structure when walking on a saturated substrate. Based on the evidence, we conclude that the trackmaker might well have been a bare-footed adult human. This finding, along with the presence of lithic artifacts in the same sedimentary levels, might represent further evidence for a pre-Clovis South American colonization of northern Patagonia, as originally proposed for the nearby Monte Verde site.","2019-04-24","2019-05-13 13:44:12","2019-05-13 15:05:54","2019-05-13 13:44:12","e0213572","","4","14","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Moreno et al_2019_A late Pleistocene human footprint from the Pilauco archaeological site,.pdf","","Cambio de Uso de Suelo","","Chiang, Tzen-Yuh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68S4VAW8","journalArticle","2019","Bange, Hermann W.; Arévalo-Martínez, Damian L.; de la Paz, Mercedes; Farías, Laura; Kaiser, Jan; Kock, Annette; Law, Cliff S.; Rees, Andrew P.; Rehder, Gregor; Tortell, Philippe D.; Upstill-Goddard, Robert C.; Wilson, Samuel T.","A Harmonized Nitrous Oxide (N2O) Ocean Observation Network for the 21st Century","Frontiers in Marine Science","","2296-7745","10.3389/fmars.2019.00157","https://www.frontiersin.org/article/10.3389/fmars.2019.00157/full","Nitrous oxide (N2O) is an important atmospheric trace gas involved in tropospheric warming and stratospheric ozone depletion. Estimates of the global ocean contribution to N2O emissions average 21% (range: 10 to 53%). Ongoing environmental changes such as warming, deoxygenation and acidification are affecting oceanic N2O cycling and emissions to the atmosphere. International activities over the last decades aimed at improving estimates of global N2O emissions, including (i) the MarinE MethanE and NiTrous Oxide database (MEMENTO) for archiving of quality-controlled data, and (ii) a recent large-scale inter-laboratory comparison by Working Group 143 of the Scientific Committee on Ocean Research (SCOR). To reduce uncertainties in oceanic N2O emission estimates and to characterize the spatial and temporal variability in N2O distributions in a changing ocean, we propose the establishment of a harmonized N2O Observation Network (N2O-ON) combining discrete and continuous data from various platforms. The network will integrate observations obtained by calibrated techniques, using time series measurements at fixed stations and repeated hydrographic sections on voluntary observing ships and research vessels. In addition to exploiting existing oceanographic infrastructure, we propose the establishment of central calibration facilities in selected international laboratories to improve accuracy, and ensure standardization and comparability of N2O measurements. Final data products will include a harmonized global N2O concentration and emission fields for use in model validation and projections of future oceanic N2O emissions, to inform the global research community and policy makers.","2019-04-02","2019-05-13 13:44:29","2019-05-13 15:05:32","2019-05-13 13:44:29","157","","","6","","Front. Mar. Sci.","","","","","","","","","","","","","DOI.org (Crossref)","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo de revista académica/2019/Bange et al_2019_A Harmonized Nitrous Oxide (N2O) Ocean Observation Network for the 21st Century.pdf","","Zonas Costeras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
