DOI	AFF	INST	Title	NAT
10.1016/j.jhydrol.2014.12.007	{Chile}	{Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Center for Climate and Resilience Research (CR), Chile; Fundación Centro de los Bosques Nativos FORECOS, Chile; Departamento de Geología, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Advanced Mining Technology Centre (AMTC), Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile; Centro de Tecnologías Ambientales (CETAM), Universidad Técnica Federico Santa María, Valparaíso, Chile; Centro de Estudios Ambientales (CEAM), Universidad Austral de Chile, Valdivia, Chile}	Reconstructing streamflow variation of the Baker River from tree-rings in Northern Patagonia since 1765	8
10.1016/j.compfluid.2013.11.012	{Chile}	{Departamento de Geofísica, Universidad de Chile, Santiago, Chile}	OpenFOAM applied to the CFD simulation of turbulent buoyant atmospheric flows and pollutant dispersion inside large open pit mines under intense insolation	1
10.1073/pnas.1705168114	{United States, Argentina, Australia, Chile}	{Department of Geography, Portland State University, Portland, OR  97207, United States; Laboratorio Ecotono, Instituto de Investigaciones en Biodiversidad y Medioambiente, Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional del Comahue, Bariloche, 8400, Argentina; Laboratorio de Dendrocronología e Historia Ambiental, Instituto Argentino de Nivologiá, Glaciologiá y Ciencias Ambientales, El Centro Científico Tecnológico, Consejo Nacional de Investigaciones Científicas y Técnicas, Mendoza, M5502IRA, Argentina; Facultad de Ciencias Exactas y Naturales, Universidad Nacional de Cuyo, Mendoza, M5502JMA, Argentina; Department of Geography, University of Colorado, Boulder, CO  80309, United States; School of Biological Sciences, University of Tasmania, Hobart, TAS  7001, Australia; Instituto de Ecología Regional, Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional de Tucumán, Yerba Buena, 4172, Argentina; Instituto de Conservación, Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Instituto de Silvicultura, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research (CR2), Santiago, Chile; Facultad de Ciencias Naturales e Instituto Miguel Lillo, Universidad Nacional de Tucumán, San Miguel de Tucumán, 4000, Argentina; Facultad de Ciencias Forestales, Universidad Nacional de Misiones, Eldorado, Misiones  3380, Argentina}	Southern Annular Mode drives multicentury wildfire activity in southern South America	2
10.5194/tc-10-927-2016	{Canada, Switzerland, Argentina, Chile, France}	{Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales (IANIGLA), CCT- CONICET Mendoza, C. C. 330, Mendoza, 5500, Argentina; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research (CR2), Santiago, Chile; Department of Geography, University of Western Ontario, London, Canada; LEGOS, CNRS, Université de Toulouse, Toulouse, France; Department of Geography, University of Zurich, Zurich, Switzerland; Department of Geosciences, University of Fribourg, Fribourg, Switzerland; Departamento de Geología, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Departamento de Ingeniería Civil, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Dirección General de Aguas (DGA), Santiago, Chile}	Reconstructing the annual mass balance of the Echaurren Norte glacier (Central Andes, 33.5° S) using local and regional hydroclimatic data	5
10.1002/2015EF000311	{Mexico, United States, Chile, Argentina, Bolivia, Ecuador}	{Molina Center for Energy and the Environment, San Diego, CA, United States; Center for Climate and Resilience Research (CR2), Universidad de Chile, Santiago, Chile; Departamento de Geofísica, Universidad de Chile, Santiago, Chile; Laboratorio de Física de la Atmõsfera, Instituto de Investigaciones Físicas, Universidad Mayor de San Andrés Campus Universitario, La Paz, Bolivia; Droplet Measurement Technologies, Boulder, CO, United States; Escuela Superior Politécnica Del Litoral, Guayaquil, Ecuador; Geoestudios, San José de Maipo and Universidad de Magallanes, Punta Arenas, Chile; Department of Chemistry, Centre for Environmental Technology, Universidad Técnica Federico Santa María, Valparaíso, Chile; Comisiõn Nacional de Energía Atõmica, Gerencia Química, De Buenos Aires, Argentina; Instituto de Geografía, Pontificia Universidad Catõlica de Chile, Santiago, Chile; Michigan Tech Research Institute, Ann Arbor, MI, United States; Department of Civil Engineering, Faculty of Physical and Mathematical Sciences, Universidad de Chile, Santiago, Chile; Advanced Mining Technology Center, Universidad de Chile, Santiago, Chile; Chilean Ministry of Environment, Santiago, Chile; Centro de Ciencias de la Atmõsfera, Universidad Nacional Autõnoma de México, México, Mexico; National Center for Atmospheric Research, Boulder, CO, United States; Chemical Sciences Division, Earth System Research Laboratory, National Oceanic and Atmospheric Administration, Boulder, CO, United States}	Pollution and its Impacts on the South American Cryosphere	8
10.1007/s00382-015-2533-1	{United States, Argentina, Chile, Colombia}	{Grupo de Ingeniería y Gestión Ambiental (GIGA), Escuela Ambiental, Universidad de Antioquia, Calle 67 # 53-108, Bloque 20, Oficina 441, A. A. 1226, Medellín, Colombia; Departamento de Geofísica, Universidad de Chile, Santiago, Chile; Department of Geological Sciences, The University of Texas at Austin, Austin, TX, United States; Centro de Investigaciones del Mar y la Atmósfera, CONICET-UBA, DCAO/FCEN, UMI, IFAECI/CNRS, Buenos Aires, Argentina}	A correlated shortening of the North and South American monsoon seasons in the past few decades	1
10.1016/j.jaa.2015.09.004	{Chile}	{Departamento de Antropología, Facultad de Ciencias Sociales, Universidad Alberto Hurtado, Almirante Barroso 10, Santiago, 6500620, Chile; Laboratorio de Arqueología y Paleoambiente, Instituto de Alta Investigación, Universidad de Tarapacá, Antofagasta 1520, Arica, 1001236, Chile; Departamento de Antropología, Facultad de Ciencias Sociales y Jurídicas, Universidad de Tarapacá, 18 de Septiembre 2222, Arica, 1010069, Chile; Carrera de Antropología, Departamento de Antropología, Facultad de Ciencias Sociales y Jurídicas, Universidad de Tarapacá, Pablo Picasso 2081 Block 8 Depto. 42, Arica, 1001393, Chile; Red de Observadores de Aves y Vida Silvestre de Chile (ROC), Laura de Guerra 132, Arica, 1020137, Chile; Departamento de Oceanografía, Facultad de Ciencias Naturales y Oceanográficas, Universidad de Concepción and Center for Climate and Resilience Research (CR2), Barrio Universitario s/n, Concepción, 4070386, Chile; Instituto de Investigaciones Arqueológicas y Museo, Universidad Católica del Norte, Calle Gustavo Le Paige s/n, San Pedro de Atacama, Chile; Instituto de Alta Investigación, Universidad de Tarapacá, Antofagasta 1520, Arica, 1001236, Chile}	Consumption of animals beyond diet in the Atacama Desert, northern Chile (13,000-410BP): Comparing rock art motifs and archaeofaunal records	8
10.1371/journal.pone.0137569	{United Kingdom, Chile}	{Environmental Change Institute, School of Geography and the Environment, University of Oxford, Oxford, OX1 3QY, United Kingdom; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación, Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research (CR)2, Facultad de Ciencias Físicasy Matemáticas, Universidad de Chile, Santiago, Chile; Fundación Centro de los Bosques Nativos FORECOS, Valdivia, Chile}	The oldest, slowest rainforests in the world? Massive biomass and slow carbon dynamics of fitzroya cupressoides temperate forests in Southern Chile	3
10.1371/journal.pone.0063956	{Chile, France}	{Laboratory of Oceanographic and Climate Processes (PROFC), Department of Oceanography, University of Concepcion, and Center for Climate Change and Resilience Research (CR2), Concepción, Chile; Graduate Program in Oceanography, Department of Oceanography, University of Concepcion, Concepcion, Chile; UPMC Univ Paris 06 and CNRS, UMR 7621, LOMIC, Observatoire Océanologique, Banyuls s/mer, France}	Biological N2O Fixation in the Eastern South Pacific Ocean and Marine Cyanobacterial Cultures	2
10.1111/j.1654-1103.2012.01480.x	{Chile}	{Centro de Estudios Avanzados en Zonas Áridas (CEAZA), Facultad de Ciencias del Mar, Universidad Católica del Norte, Larrondo, 1281, Coquimbo, Chile; Departamento de Ecología, Pontificia Universidad Católica de Chile, Santiago, Chile; Departamento de Zoología, Universidad de Concepción, Concepción, Chile; Departamento de Ciencias Básicas, Universidad del Bío-Bío, Chillan, Chile; Departamento de Biología, Universidad de La Serena, La Serena, Chile; Departamento de Botánica, Universidad de Concepción, Concepción, Chile; Center for Advanced Studies in Ecology and Biodiversity, P. Universidad Católica de Chile, Santiago, Chile}	Positive interactions between the lichen Usnea antarctica (Parmeliaceae) and the native flora in Maritime Antarctica	7
10.1038/s41598-017-13761-x	{Chile}	{University of Chile, Department of Geophysics, Santiago, Chile; Center for Climate and Resilience Research, Santiago, Chile}	A solar radiation database for Chile	2
10.1016/j.gloplacha.2015.12.010	{Argentina, Bolivia, Chile}	{Centro de Estudios Territoriales Ambientales y Sociales (CETAS), Universidad Nacional de Jujuy, Alberdi 47, San Salvador de Jujuy, 4600, Argentina; Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Argentina; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Center for Climate and Resilience Research (CR), Chile; Herbario Nacional de Bolivia, Universidad Mayor de San Andrés, Campus Universitario de Cota Cota, La Paz, Bolivia; Centro de Estudios Avanzados en Zonas Áridas, Raúl Bitrán 1305, La Serena, Chile; Instituto de Investigaciones Biológicas y Tecnológicas, Centro de Ecología y Recursos Naturales Renovables, CONICET - Universidad Nacional de Córdoba, Av. VélezSarsfield 1611, Córdoba, X5016GCA, Argentina}	Climate change and the distribution and conservation of the world's highest elevation woodlands in the South American Altiplano	3
10.1080/17477891.2015.1134427	{Australia, Chile}	{Department of Environmental Science and Resource Management, Facultad de Ciencias Agronómicas, Universidad de Chile, La Pintana, Santiago, Chile; Department of Resource Management and Geography, University of Melbourne, Melbourne, VIC, Australia; Centre for Climate and Resilience Research (CR), Santiago, Chile; Faculty of Science, University of Melbourne, Melbourne, VIC, Australia; Centre for Risk and Community Safety, RMIT University, Melbourne, VIC, Australia; SCIRO, SCIRO Agriculture, Canberra, Australia}	Stakeholder participation in building resilience to disasters in a changing climate	2
10.1016/j.dsr.2015.05.006	{Germany, Chile}	{MARUM-Center for Marine Environmental Sciences, University of Bremen, Leobener Strasse, Bremen, 28359, Germany; Departamento de Oceanografía and Center, Climate and Resilience Research (CR)2, Universidad de Concepción, Barrio Universitario, s/n, Chile}	Spatio-temporal distribution patterns of Mediterranean cold-water corals (Lophelia pertusa and Madrepora oculata) during the past 14,000 years	1
10.5194/bg-12-1925-2015	{Colombia, Chile, France}	{Departamento de Oceanografía, Universidad of Concepción, Centro de Ciencia Del Clima y la Resiliencia (CR), Chile; Programa de Biología, Universidad Del Magdalena, Santa Marta, Colombia; Escuela de Ciencias Del Mar, Pontificia Universidad Católica de Valparaíso, Chile; LEMAR-UMR6539, CNRS-UBO-IRD-IFREMER, Place Nicolas Copernic, Plouzané, 29280, France; Sorbonne Universités, UPMC Univ Paris 06, Laboratoire d'Océanographie Microbienne, Banyuls/mer, 66650, France; Department of Oceanography, COPAS SA Program and Interdisciplinary Center for Aquaculture Research (INCAR), University of Concepción, Chile}	Dissolved greenhouse gases (nitrous oxide and methane) associated with the naturally iron-fertilized Kerguelen region (KEOPS 2 cruise) in the Southern Ocean	3
10.1038/ismej.2015.63	{Sweden, Spain, Chile, France}	{Department of Molecular Genetics and Microbiology, Faculty of Biological Sciences, Pontificia Universidad Católica de Chile, Alameda 340, Casilla 144-D, Santiago, CP 651 3677, Chile; Laboratoire D'Océanographie Microbienne, Observatoire Océanologique, Sorbonne Universités, UPMC Univ Paris 06, UMR 7621, Banyuls/mer, France; CNRS, UMR 7621, Laboratoire D'Océanographie Microbienne, Observatoire Océanologique, Banyuls/mer, France; Department of Oceanography, Interdisciplinary Center for Aquaculture Research (INCAR), COPAS SURAUSTRAL Program, University of Concepción, Concepción, Chile; Instituto Andaluz de Ciencias de la Tierra (CSIC-Univ. Granada), Armilla, Granada, Spain; Department of Ecology, Environment and Plant Sciences and Science for Life Laboratory, Stockholm University, Stockholm, Sweden; Center for Climate and Resilience Research (CR)2, Santiago, Chile}	The cyanobacterium Mastigocladus fulfills the nitrogen demand of a terrestrial hot spring microbial mat	3
10.1016/j.dynatmoce.2013.11.001	{Chile}	{Departamento de Geofísica, Universidad de Chile, Blanco Encalada 2002, Santiago, Chile; Centro de Estudios Avanzados en Zonas Áridas (CEAZA), Raúl Bitrán s/n, Colina El Pino, La Serena, Chile}	Surface ocean response to synoptic-scale variability in wind stress and heat fluxes off south-central chile	2
10.4209/aaqr.2013.03.0082	{South Korea, Chile}	{Center for Climate and Resilience Research (CR)2, Chile; Centro de Modelamiento Matemático, Universidad de Chile (CNRS UMI 2807), Blanco Encalada 2120, Santiago, Chile; Departamento de Geofísica, Universidad de Chile, Blanco Encalada 2002, Piso 4, Santiago, Chile; Department of Environmental Science and Engineering, Ewha Womans University, Seoul, South Korea}	Satellite retrievals of aerosol optical depth over a subtropical urban area: The role of stratification and surface reflectance	3
10.1002/joc.5426	{Chile}	{Department of Geophysics, Universidad de Chile, Santiago, Chile; Center for Climate and Resilience Research, Santiago, Chile}	A plausible atmospheric trigger for the 2017 coastal El Niño	2
10.5194/hess-21-1455-2017	{Brazil, Netherlands, Colombia, France, United Kingdom, Germany, Chile, Belgium, China}	{Laboratoire des Sciences du Climat et de l'Environnement, LSCE/IPSL, CEA-CNRS-UVSQ, Université Paris-Saclay, Gif-sur-Yvette, 91191, France; Sorbonne Universités, UPMC, CNRS, EPHE - UMR7619 METIS, Paris, 75252, France; Department of Geophysics, Universidad de Chile, and Center for Climate and Resilience Research (CR2), Santiago, Chile; Centro de Ciência Do Sistema Terrestre (CCST), Instituto Nacional de Pesquisas Espaciais (INPE), São José Dos Campos, Av dos Astronautas 1758, 12227-010, Brazil; Wageningen Universityg and gResearch (Alterra), Wageningen, Netherlands; CAVElab - Computational and Applied Vegetation Ecology, Department of Applied Ecology and Environmental Biology, Faculty of Bioscience Engineering, Ghent University, Coupure Links 653, Ghent, 9000, Belgium; School of Geography, University of Leeds, Leeds, United Kingdom; Earth System Analysis, Potsdam Institute for Climate Impact Research (PIK), P.O. Box 60g12g03, Telegraphenberg A62, Potsdam, 14412, Germany; School of Geosciences and Environment, Universidad Nacional de Colombia, Medellín, Colombia; TUM School of Life Sciences Weihenstephan, Land Surface-Atmosphere Interactions, Technical University of Munich, Freising, Germany; Centro de Ciência Do Sistema Terrestre (CCST), Instituto Nacional de Pesquisas Espaciais (INPE), Rodovia Presidente Dutra kmĝ39, CPĝ01, CEP:ĝ12630-000, Cachoeira Paulista, São Paulo, Brazil; State Key Laboratory of Hydrology-Water Resources and Hydraulic Engineering, College of Hydrology and Water Resources, Hohai University, 1 Xikang Road, Nanjing, China}	Impacts of future deforestation and climate change on the hydrology of the Amazon Basin: A multi-model analysis with a new set of land-cover change scenarios	1
10.5194/cp-12-1681-2016	{United States, Colombia, Chile}	{Department of Geophysics, University of Chile, Santiago, Chile; Millennium Nucleus PaleoClimate, Santiago, Chile; Grupo de Ingeniería Gestión Ambiental (GIGA), Escuela Ambiental, Facultad de Ingeniería, Universidad de Antioquia, Medellín, Colombia; Department of Geography, University of Connecticut, Storrs, CT, United States; Department of Atmospheric and Environmental Sciences, University at Albany, State University of New York, Albany, NY, United States}	The South American monsoon variability over the last millennium in climate models	2
10.5751/ES-08676-210324	{Chile}	{Instituto de Economía Agraria, Universidad Austral de Chile, Chile; Centro FONDAP de Investigación en Dinámica de Ecosistemas Marinos de Altas Latitudes (IDEAL), Chile; Centro de Ciencia del Clima y la Resiliencia (CR2), Chile; Escuela de Ingeniería en conservación de Recursos Naturales, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Chile; Instituto de Ciencias de la Tierra, Universidad Austral de Chile, Chile; Instituto de Ciencias Ambientales y Evolutivas, Universidad Austral de Chile, Chile; Escuela de Graduados Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Chile; Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Chile}	Mapping social values of ecosystem services: What is behind the map?	8
10.1002/eco.1575	{United States, Chile}	{Center for Climate and Resilience Research (CR)2, Santiago, Chile; Instituto de Conservación, Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Fundación Centro de los Bosques Nativos FORECOS, Valdivia, Chile; Instituto de Investigaciones Agropecuarias, Oficina Técnica INIA Los Ríos, Campus Isla Teja s/n, Casilla 567, Valdivia, Chile; Centro de Investigación en Suelos Volcánicos (CISVo), Facultad de Ciencias Agrarias, Instituto de Ingeniería Agraria y Suelos, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Instituto de Ciencias Ambientales y Evolutivas, Facultad de Ciencias, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Virginia Water Resources Research Center, Virginia Tech, Blacksburg, VA, United States}	Buffer effects of streamside native forests on water provision in watersheds dominated by exotic forest plantations	6
10.1016/j.quascirev.2014.01.024	{New Zealand, Chile}	{Institute of Ecology and Biodiversity, Santiago, Chile; School of Geography, Environment and Earth Sciences, Victoria University of Wellington, P.O. Box 600, Wellington 6140, New Zealand; Department of Ecological Sciences, Universidad de Chile, Santiago, Chile}	Climatic and disturbance influences on the temperate rainforests of northwestern Patagonia (40°S) since ~14,500calyrBP	2
10.1175/MWR-D-13-00259.1	{Chile}	{Departamento de Geofísica, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile}	Summer precipitation events over the western slope of the subtropical andes	1
10.1126/science.aan5360	{United Kingdom, Netherlands, France, United States, Australia, China, Chile, Russian Federation, Japan, New Zealand, Germany}	{Department of Geosciences, University of Arizona, Tucson, AZ  85721, United States; School for Environment and Sustainability, University of Michigan, Ann Arbor, MI  48109, United States; Department of Biosciences, University of Durham, Durham, DH1 3LE, United States; Department of Earth and Space Sciences, University of Washington, Seattle, WA  98195, United States; National Research Program, U.S. Geological Survey, Reston, VA  20192, United States; Geography and Environment, University of Southampton, Southampton, SO17 1BJ, United Kingdom; Department of Geography, University of Utah, Salt Lake City, UT  84112, United States; Department of Biological Sciences, Florida Institute of Technology, Melbourne, FL  32901, United States; Centre National de la Recherche Scientifique, UMR 5554, Institut des Sciences de l’Evolution de Montpellier, Université Montpellier, Bat. 22, CC061, Place Eugène Bataillon, Montpellier, 34095, France; Aix Marseille Université,, Avignon Université, CNRS, IRD, Institut Méditerranéen de Biodiversité et d’Ecologie, Aix-en Provence, 13545, France; Palaeontology, Geobiology and Earth Archives Research Centre (PANGEA), University of New South Wales, Sydney, NSW  2052, Australia; State Key Laboratory of Loess and Quaternary Geology, Institute of Earth Environment, Chinese Academy of Sciences, Xi’anShaanxi  71002, China; College of Natural Sciences and Mathematics, University of Alaska–Fairbanks, Fairbanks, AK  99775, United States; Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam, 1090 GE, Netherlands; School of Environment, Earth and Ecosystem Sciences, Open University, Walton Hall, Milton Keynes, MK7 6AA, United Kingdom; Department of Archaeology and Natural History, Australian National University, Canberra, Australia; Department of Botany, University of Wisconsin, Madison, WI  53706, United States; Department of Geosciences, Pennsylvania State University, State CollegePA  16802, United States; School of Earth, Atmosphere, and Environment, Monash University, Melbourne, VIC  3800, Australia; Departamento de Ecología, Institute of Ecology and Biodiversity (IEB), Pontificia Universidad Católica de Chile, Santiago, Chile; Sorbonne Université, CNRS-IRD-MNHN, LOCEAN/IPSL Laboratory, 4 Place Jussieu, Paris, 75005, France; Department of Oceanography and Coastal Sciences, Louisiana State University, Baton Rouge, LA  70803, United States; School of Informatics, Computing, and Cyber Systems, Northern Arizona University, Flagstaff, AZ  86011, United States; North-East Interdisciplinary Scientific Research Institute, Far East Branch Russian Academy of Sciences, Magadan, 685000, Russian Federation; Landcare Research, Lincoln, 7640, New Zealand; Department of Environment, York Institute for Tropical Ecosystems, University of York, York, YO10 5NG, United Kingdom; Graduate School of Horticulture, Chiba University, Matsudo-shi, Chiba, 271-8510, Japan; Departamento de Ciencias Ecológicas, IEB and (CR)2, Universidad de Chile, Santiago, Chile; Institute of Geological Sciences, Freie Universität Berlin, Berlin, D-12249, Germany; National Center for Atmospheric Research, Climate and Global Dynamics Laboratory, Boulder, CO  80307, United States; Yunnan Normal University, Key Laboratory of Plateau Lake Ecology and Global Change, Kunming, Yunnan  650092, China; School of Culture, History, and Language, Australian National University, Canberra, Australia; Graduate School of Life and Environmental Sciences, Kyoto Prefectural University, Kyoto, 606-8522, Japan; Department of Mathematical Sciences, University of Arkansas, Fayetteville, AR  72701, United States; Centre Européen de Recherche et d’Enseignement des Géosciences de l’Environnement (CEREGE), Aix-en-Provence, 13545, France; School of Ocean and Earth Science, Tongji University, Shanghai, China; Institute of Nihewan Archaeology, College of Resource and Environmental Sciences, Hebei Normal University, Shijiazhuang, 050024, China; School of Earth Science and Engineering, Guangdong Provincial Key Lab of Geodynamics and Geohazards, Sun Yat-Sen University, Guangzhou, 510275, China; Southwest Climate Adaptation Science Center, U.S. Geological Survey, Tucson, AZ  85721, United States}	Past and future global transformation of terrestrial ecosystems under climate change	2
10.1080/00934690.2017.1322874	{United Kingdom, United States, Chile}	{Institute of Archaeology, University College London, London, United Kingdom; Laboratorio de Arqueología y Paleoambiente, Instituto de Alta Investigación, Universidad de Tarapacá, Arica, Chile; Department of Anthropology, The Pennsylvania State University, University Park, PA, United States; Departamento de Oceanografía, Universidad de Concepción, Concepción, Chile; Centro de Ciencia del Clima y la Resilencia (CR)2, Santiago, Chile; Departamento de Ecología y Centro UC Desierto de Atacama, Pontificia Universidad Católica de Chile, Santiago, Chile; Instituto de Ecología y Biodiversidad (IEB), Santiago, Chile; Departamento de Antropología, Universidad de Chile, Santiago, Chile; GAIA-Antartica, Universidad de Magallanes, Punta Arenas, Chile}	Hunter-Gatherer Mobility Strategies in the High Andes of Northern Chile during the Late Pleistocene-Early Holocene Transition (ca. 11,500–9500 CAL B.P.)	7
10.1002/2015JD023949	{United States, Chile}	{Ministry of the Environment, Santiago, Chile; Center for Climate and Resilience Research, University of Chile, Santiago, Chile; Atmospheric Chemistry Observations and Modeling lab, National Center for Atmospheric Research, Boulder, CO, United States; Department of Mechanical Engineering, Universidad Tecnológica Metropolitana, Santiago, Chile; Center for Global and Regional Environmental Research, University of Iowa, Iowa City, IA, United States}	Air quality forecasting for winter-time PM 2.5 episodes occurring in multiple cities in central and southern Chile	3
10.1002/2016JD025020	{Chile, France}	{Laboratoire de Météorologie Dynamique, Université Pierre et Marie Curie/CNRS, Paris, France; Laboratoire des Sciences du Climat et de l’Environnement, CEA, Saclay, France; Geophysics Department, University of Chile, Santiago, Chile; Center for Climate and Resilience Research, Santiago, Chile}	Subregional inversion of North African dust sources	2
10.4067/S0717-92002016000100009	{United States, Chile}	{Pacific Northwest Research Station, US Forest Service, 3200 Jefferson Way, Corvallis, OR  97331, United States; Oregon State University, College of Earth, Ocean, and Atmospheric Sciences, Corvallis, OR, United States; Pacific Northwest Research Station, US Forest Service, Olympia, WA, United States; Universidad Austral de Chile, Facultad de Ciencias Forestales y Recursos Naturales, Instituto de Conservación, Biodiversidad y Territorio, Valdivia, Chile; Center for Climate and Resilience Research (CR)2, Chile}	Puyehue-cordón caulle eruption of 2011: Tephra fall and initial forest responses in the Chilean Andes [Erupción del complejo Puyehue-Cordón Caulle en 2011: Caída de tefra y respuestas forestales iniciales en Los Andes chilenos]	2
10.1016/j.quascirev.2015.06.017	{New Zealand, Argentina, Chile}	{Department of Ecological Sciences and Millennium Institute of Ecology and Biodiversity, Universidad de Chile, Santiago, 7750000, Chile; School of Geography, Environment and Earth Sciences, Victoria University of Wellington, Wellington, 6140, New Zealand; Instituto de Investigación en Biodiversidad y Medioambiente, CONICET-Universidad Nacional del Comahue, Bariloche, 8300, Argentina}	Vegetation and climate change, fire-regime shifts and volcanic disturbance in Chiloé Continental (43°S) during the last 10,000 years	1
10.1016/j.aogh.2015.06.008	{United States, Chile, Greece}	{Faculty of Medicine, School of Public Health, University of Chile, Santiago, Chile; Center of Climate and Resilience Research (CR2) and Geophysics Department, Faculty of Physical Sciences and Mathematics, University of Chile, Santiago, Chile; Department of Public Health, Faculty of Medicine, Catholic University, Santiago, Chile; Environmental Health Department Subsecretariat of Public Health, Division of Healthy Public Policy and Advocacy, Ministry of Health, Santiago, Chile; Environmental Health Department, Rollins School of Public Health, University of Emory, Atlanta, GA, United States; College of Public Health Environmental Health Science, University of Georgia, Athens, GA, Greece}	Chile confronts its environmental health future after 25 years of accelerated growth	4
10.1002/jgrd.50293	{United States, Chile}	{1National Center of the Environment, Avenida Larraín 9975, CP: 7880096, La Reina, Santiago, Chile; Department of Atmospheric and Oceanic Sciences, University of California, 405 Hilgard Avenue, Los Angeles, CA 90095-1565, United States; Department of Geophysics, University of Chile, Santiago, Chile; Center for Climate and Resilience Research, Santiago, Chile; Centre for Environmental Sciences, University of Chile, Santiago, Chile}	Ozone distribution in the lower troposphere over complex terrain in Central Chile	4
10.5194/acp-13-3409-2013	{Chile}	{Department of Geophysics, University of Chile, Santiago, Chile; Centro de Estudios Avanzados en Zonas Áridas (CEAZA), La Serena, Chile; Center for Climate and Resilience Research (CR)2, Santiago, Chile}	Meteorological observations on the northern Chilean coast during VOCALS-REx	3
10.3354/cr01505	{Argentina, Chile}	{Department of Geophysics, Argentina; Center for Climate and Resilience Research, Universidad de Chile, Blanco Encalada 2002, Santiago, Chile}	Record-breaking climate anomalies lead to severe drought and environmental disruption in western Patagonia in 2016	1
10.1175/JHM-D-16-0004.1	{United States, Argentina, Chile}	{Instituto de Ciencias de la Tierra, Facultad de Ciencias, Universidad Austral de Chile, Valdivia, Chile; Departamento de Ingeniería Civil and Advanced Mining Technology Center, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research (CR)2, Universidad de Chile, Santiago, Chile; Laboratory of Tree-Ring Research, The University of Arizona, Tucson, AZ, United States; School of Natural Resources and the Environment, The University of Arizona, Tucson, AZ, United States; Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales, CCT CONICET Mendoza, Mendoza, Argentina; Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile}	Spatiotemporal variations in hydroclimate across the Mediterranean Andes (30°-37°S) since the early twentieth century	5
