"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8MX3U9H2","journalArticle","2017","Locatelli, Bruno; Aldunce, Paulina; Fallot, Abigaïl; Le Coq, Jean-François; Sabourin, Eric; Tapasco, Jeimar","Research on Climate Change Policies and Rural Development in Latin America: Scope and Gaps","Sustainability","","2071-1050","10.3390/su9101831","http://www.mdpi.com/2071-1050/9/10/1831","Research on climate change policies can contribute to policy development by building an understanding of the barriers faced in policy processes, and by providing knowledge needed throughout policy cycles. This paper explores the thematic coverage of research on climate change policies related to rural areas, rural development, and natural resource management in Latin America. A three-tier framework is proposed to analyse the selected literature. The results show that research studies have focussed on the mitigation of greenhouse gas emissions from forests, and adaptations to climate change in agriculture. There is little policy research on other vulnerable sectors (e.g., water and health) and emitting sectors (e.g., energy and industry) in the context of rural development. Our analysis highlights the various research gaps that deserve increased scientific attention, including: cross-sector approaches, multi-level governance, and the stages of policy adoption, implementation and evaluation. In addition, the selected literature has a limited contribution to theoretical discussions in policy sciences.","2017-10-12","2018-04-12 13:26:21","2018-04-12 13:26:21","2017-11-02 14:28:41","1831","","10","9","","","Research on Climate Change Policies and Rural Development in Latin America","","","","","","","en","","","","","CrossRef","","","","/home/nvaldebenito/Zotero/storage/R9B8EVGF/Locatelli et al_2017_Research on Climate Change Policies and Rural Development in Latin America.pdf","","Agua y Extremos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2D6ZWQVM","journalArticle","2016","Díez, Beatriz; Nylander, Johan A. A.; Ininbergs, Karolina; Dupont, Christopher L.; Allen, Andrew E.; Yooseph, Shibu; Rusch, Douglas B.; Bergman, Birgitta","Metagenomic Analysis of the Indian Ocean Picocyanobacterial Community: Structure, Potential Function and Evolution","PloS one","","1932-6203","10.1371/journal.pone.0155757","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0155757","Unicellular cyanobacteria are ubiquitous photoautotrophic microbes that contribute substantially to global primary production. Picocyanobacteria such as  Synechococcus  and  Prochlorococcus  depend on chlorophyll a-binding protein complexes to capture light energy. In addition,  Synechococcus  has accessory pigments organized into phycobilisomes, and  Prochlorococcus  contains chlorophyll  b . Across a surface water transect spanning the sparsely studied tropical Indian Ocean, we examined  Synechococcus  and  Prochlorococcus  occurrence, taxonomy and habitat preference in an evolutionary context. Shotgun sequencing of size fractionated microbial communities from 0.1 μm to 20 μm and subsequent phylogenetic analysis indicated that cyanobacteria account for up to 15% of annotated reads, with the genera  Prochlorococcus  and  Synechococcus  comprising 90% of the cyanobacterial reads, even in the largest size fraction (3.0–20 mm). Phylogenetic analyses of cyanobacterial light-harvesting genes (chl-binding  pcb/isi A, allophycocyanin ( apc AB), phycocyanin ( cpc AB) and phycoerythin ( cpe AB)) mostly identified picocyanobacteria clades comprised of overlapping sequences obtained from Indian Ocean, Atlantic and/or Pacific Oceans samples. Habitat reconstructions coupled with phylogenetic analysis of the Indian Ocean samples suggested that large  Synechococcus -like ancestors in coastal waters expanded their ecological niche towards open oligotrophic waters in the Indian Ocean through lineage diversification and associated streamlining of genomes ( e . g . loss of phycobilisomes and acquisition of Chl  b ); resulting in contemporary small celled  Prochlorococcus . Comparative metagenomic analysis with picocyanobacteria populations in other oceans suggests that this evolutionary scenario may be globally important.","2016-05-19","2018-04-12 13:26:21","2018-04-12 13:26:21","2016-07-29 16:26:24","art0155757","","5","11","","PLOS ONE","Metagenomic Analysis of the Indian Ocean Picocyanobacterial Community","","","","","","","","","","","","PLoS Journals","","","","/home/nvaldebenito/Zotero/storage/YHC5AVUB/diez_et_al_2016_metagenomic_analysis_of_the_indian_ocean_picocyanobacterial_community.pdf","","Biogeoquímica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NE7S5IW","journalArticle","2016","Alvarez-Garreton, Camila; Ryu, Dongryeol; Western, Andrew W.; Crow, Wade T.; Su, Chun-Hsu; Robertson, David R.","Dual assimilation of satellite soil moisture to improve streamflow prediction in data-scarce catchments","Water Resources Research","","0043-1397","10.1002/2015WR018429","http://onlinelibrary.wiley.com/doi/10.1002/2015WR018429/abstract","This paper explores the use of active and passive microwave satellite soil moisture products for improving streamflow prediction within four large (>5000km2) semiarid catchments in Australia. We use the probability distributed model (PDM) under a data-scarce scenario and aim at correcting two key controlling factors in the streamflow generation: the rainfall forcing data and the catchment wetness condition. The soil moisture analysis rainfall tool (SMART) is used to correct a near real-time satellite rainfall product (forcing correction scheme) and an ensemble Kalman filter is used to correct the PDM soil moisture state (state correction scheme). These two schemes are combined in a dual correction scheme and we assess the relative improvements of each. Our results demonstrate that the quality of the satellite rainfall product is improved by SMART during moderate-to-high daily rainfall events, which in turn leads to improved streamflow prediction during high flows. When employed individually, the soil moisture state correction scheme generally outperforms the rainfall correction scheme, especially for low flows. Overall, the combined dual correction scheme further improves the streamflow predictions (reduction in root mean square error and false alarm ratio, and increase in correlation coefficient and Nash-Sutcliffe efficiency). Our results provide new evidence of the value of satellite soil moisture observations within data-scarce regions. We also identify a number of challenges and limitations within the schemes.","2016-07-01","2018-04-12 13:26:20","2018-04-12 13:26:20","2016-10-12 17:42:02","5357-5375","","7","52","","Water Resour. Res.","","","","","","","","en","","","","","Wiley Online Library","","","","/home/nvaldebenito/Zotero/storage/SPTFLZ5A/alvarez-garreton_et_al_2016_dual_assimilation_of_satellite_soil_moisture_to_improve_streamflow_prediction.pdf","","Servicios Ecosistémicos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N5ZB637P","journalArticle","2017","Osborn, T. J.; Barichivich, J.; Harris, I.; van der Schrier, G.; Jones, P. D.","Monitoring global drought using the self-calibrating Palmer Drought Severity Index","Bulletin of the American Meteorological Society","","0003-0007","10.1175/2017BAMSStateoftheClimate.1","http://journals.ametsoc.org/doi/10.1175/2017BAMSStateoftheClimate.1","","2017-08","2018-04-12 13:26:18","2018-10-10 18:29:13","2017-11-02 13:05:14","Si-S280","","8","98","","","","","","","","","","en","","","","","CrossRef","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo en revista científica/2017/Osborn et al_2017_Monitoring global drought using the self-calibrating Palmer Drought Severity2.pdf","","Cambio de Uso de Suelo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUB94BZC","journalArticle","2016","Rojas, M.; Arias, P. A.; Flores-Aqueveque, V.; Seth, A.; Vuille, M.","The South American monsoon variability over the last millennium in climate models","Climate of the Past","","1814-9324","10.5194/cp-12-1681-2016","http://www.clim-past.net/12/1681/2016/","In this paper we assess South American monsoon system (SAMS) variability in the last millennium as depicted by global coupled climate model simulations. High-resolution proxy records for the South American monsoon over this period show a coherent regional picture of a weak monsoon during the Medieval Climate Anomaly and a stronger monsoon during the Little Ice Age (LIA). Due to the small external forcing during the past 1000 years, model simulations do not show very strong temperature anomalies over these two specific periods, which in turn do not translate into clear precipitation anomalies, in contrast with the rainfall reconstructions in South America. Therefore, we used an ad hoc definition of these two periods for each model simulation in order to account for model-specific signals. Thereby, several coherent large-scale atmospheric circulation anomalies are identified. The models feature a stronger monsoon during the LIA associated with (i) an enhancement of the rising motion in the SAMS domain in austral summer; (ii) a stronger monsoon-related upper-tropospheric anticyclone; (iii) activation of the South American dipole, which results in a poleward shift of the South Atlantic Convergence Zone; and (iv) a weaker upper-level subtropical jet over South America. The diagnosed changes provide important insights into the mechanisms of these climate anomalies over South America during the past millennium.","2016-08-19","2018-04-12 13:26:17","2018-04-12 13:26:17","2016-08-19 13:46:02","1681-1691","","8","12","","","","","","","","","","","","","","","Copernicus Online Journals","","","","/home/nvaldebenito/Zotero/storage/L5GNG4CF/rojas_et_al_2016_the_south_american_monsoon_variability_over_the_last_millennium_in_climate.pdf","","Modelación y Sistemas de Observación","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MWQ3N2G5","journalArticle","2016","Parada, C.; Frusher, S.; Bustamante, R. H.; Di Lorenzo, E.; Bernal, P.; Cryer, M.; Dunn, A.; Garreaud, R.; Gutierrez, M.; Jennings, S.; Montecinos, A.; Neira, S.; Quiñones, R. A.; Takahashi, K.; Tascheri, R.; Yannicelli, B.","South Pacific Integrated Ecosystem Studies meeting: toward conservation and sustainable use of marine resources in the South Pacific","Fisheries Oceanography","","1054-6006","10.1111/fog.12148","http://doi.wiley.com/10.1111/fog.12148","The South Pacific region represents the world's largest oceanic water mass and plays a significant role in the earth's climate systems. This region also contains the largest group of island nations, most of whom are dependent on marine resources for their livelihoods. Several of the largest coastal and oceanic gisheries also occur in this region (FAO, 2014). In addition, for the countries associated with the southern Pacific Ocean region, the sea provides significant social, cultural and economic benefits, with many countries being heavily reliant on both coastal and oceanic marine resources (Bell et al., 2013). Increasing coastal populations and climate change are expected to augment human demands on already fully exploited or over-exploited marine resources, threatening both food security and sustainable livelihoods (Bell et al. 2011). Therefore, its imperative that the science that describes and predicts linked biophysical and human systems is understood and developed to meet these needs. Climate change will have many impacts on marine ecosystems, with implications for end users including individuals, local communities, industries and governments. Improved scientific support for policy and management decision-making in the face of these potential impacts is essential.","2016-04","2018-04-12 13:26:16","2018-04-12 13:26:16","2016-05-24 16:57:31","1-4","","","25","","","South Pacific Integrated Ecosystem Studies meeting","","","","","","","en","","","","","CrossRef","","","","/home/nvaldebenito/Zotero/storage/8I5FB7WQ/parada_et_al_2016_south_pacific_integrated_ecosystem_studies_meeting.pdf","","Dinámica del Clima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34NNW8NA","journalArticle","2017","Joetzjer, E.; Pillet, M.; Ciais, P.; Barbier, N.; Chave, J.; Schlund, M.; Maignan, F.; Barichivich, J.; Luyssaert, S.; Hérault, B.; von Poncet, F.; Poulter, B.","Assimilating satellite-based canopy height within an ecosystem model to estimate aboveground forest biomass: Assimilating Canopy Height Into Biomass","Geophysical Research Letters","","00948276","10.1002/2017GL074150","http://doi.wiley.com/10.1002/2017GL074150","Despite advances in Earth observation and modeling, estimating tropical biomass remains a challenge. Recent work suggests that integrating satellite measurements of canopy height within ecosystem models is a promising approach to infer biomass. We tested the feasibility of this approach to retrieve aboveground biomass (AGB) at three tropical forest sites by assimilating remotely sensed canopy height derived from a texture analysis algorithm applied to the high-resolution Pleiades imager in the Organizing Carbon and Hydrology in Dynamic Ecosystems Canopy (ORCHIDEE-CAN) ecosystem model. While mean AGB could be estimated within 10% of AGB derived from census data in average across sites, canopy height derived from Pleiades product was spatially too smooth, thus unable to accurately resolve large height (and biomass) variations within the site considered. The error budget was evaluated in details, and systematic errors related to the ORCHIDEE-CAN structure contribute as a secondary source of error and could be overcome by using improved allometric equations.","2017-07-16","2018-04-12 13:26:15","2018-04-12 13:26:15","2017-10-16 14:10:06","6823-6832","","13","44","","","Assimilating satellite-based canopy height within an ecosystem model to estimate aboveground forest biomass","","","","","","","en","","","","","CrossRef","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo en revista científica/2017/Joetzjer et al_2017_Assimilating satellite-based canopy height within an ecosystem model to.pdf","","Cambio de Uso de Suelo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AJNYKKWA","journalArticle","2016","Yevenes, Mariela A.; Bello, Estrella; Sanhueza-Guevara, Sandra; Farías, Laura","Spatial Distribution of Nitrous Oxide (N2O) in the Reloncaví Estuary–Sound and Adjacent Sea (41°–43° S), Chilean Patagonia","Estuaries and Coasts","","1559-2723","10.1007/s12237-016-0184-z","http://link.springer.com/10.1007/s12237-016-0184-z","Fjords and estuaries exchange large amounts of solutes, gases, and particulates between fluvial and marine systems. These exchanges and their relative distributions of compounds/particles are partially controlled by stratification and water circulation. The spatial and vertical distributions of N2O, an important greenhouse gas, along with other oceanographic variables, are analyzed from the Reloncaví estuary (RE) (~41° 30′ S) to the gulf of Corcovado in the interior sea of Chiloé (43° 45′ S) during the austral winter. Freshwater runoff into the estuary regulated salinity and stratification of the water column, clearly demarking the surface (<5 m depth) and subsurface layer (>5 m depth) and also separating estuarine and marine influenced areas. N2O levels varied between 8.3 and 21 nM (corresponding to 80 and 170 % saturation, respectively), being significantly lower (11.8 ± 1.70) at the surface than in subsurface waters in the Reloncaví estuary (14.5 ± 1.73). Low salinity and NO3 −, NO2 −, and PO4 3− levels, as well as high Si(OH)4 values were associated with low surface N2O levels. Remarkably, an accumulation of N2O was observed in the subsurface waters of the Reloncaví sound, associated with a relatively high consumption of O2. The sound is exposed to increasing anthropogenic impacts from aquaculture and urban discharge, occurring simultaneously with an internal recirculation, which leads to potential signals of early eutrophication. In contrast, within the interior sea of Chiloé (ISC), most of water column was quasi homohaline and occupied by modified subantarctic water (MSAAW), which was relatively rich in N2O (12.6 ± 2.36 nM) and NO3 − (18.3 ± 1.63 μM). The relationship between salinity, nutrients, and N2O revealed that water from the open ocean, entering into ISC (the Gulf of Corcovado) through the Guafo mouth, was the main source of N2O (up to 21 nM), as it gradually mixed with estuarine water. In addition, significant relationships between N2O excess vs. AOU and N2O excess vs. NO3 − suggest that part of N2O is also produced by nitrification. Our results show that the estuarine and marine waters can act as light source or sink of N2O to the atmosphere (air–sea N2O fluxes ranged from −1.57 to 5.75 μmol m−2 day−1), respectively; influxes seem to be associated to brackish water depleted in N2O that also caused a strong stratification, creating a barrier to gas exchange.","2016-11-07","2018-04-12 13:26:15","2018-04-12 13:26:15","2016-11-09 02:16:39","1-15","","","published online","","","","","","","","","","en","","","","","CrossRef","","","","/home/nvaldebenito/Zotero/storage/UIYI4II3/yevenes_et_al_2016_spatial_distribution_of_nitrous_oxide_(n2o)_in_the_reloncavi_estuary–sound_and.pdf","","Biogeoquímica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UDQN72SU","journalArticle","2017","Barraza, Francisco; Lambert, Fabrice; Jorquera, Héctor; Villalobos, Ana María; Gallardo, Laura","Temporal evolution of main ambient PM2. 5 sources in Santiago, Chile, from 1998 to 2012","Atmospheric Chemistry and Physics","","1680-7324","10.5194/acp-17-10093-2017","https://www.atmos-chem-phys.net/17/10093/2017/","The inhabitants of Santiago, Chile have been exposed to harmful levels of air pollutants for decades. The city’s poor air quality is a result of steady economic growth, and stable atmospheric conditions adverse to mixing and ventilation that favor the formation of oxidants and secondary aerosols. Identifying and quantifying the sources that contribute to the ambient levels of pollutants is key for designing adequate mitigation measures. Estimating the evolution of source contributions to ambient pollution levels is also paramount to evaluating the effectiveness of pollution reduction measures that have been implemented in recent decades. Here, we quantify the main sources that have contributed to fine particulate matter (PM2.5) between April 1998 and August 2012 in downtown Santiago by using two different source-receptor models (PMF 5.0 and UNMIX 6.0) that were applied to elemental measurements of 1243 24 h filter samples of ambient PM2.5. PMF resolved six sources that contributed to ambient PM2.5, with UNMIX producing similar results: motor vehicles (37.3 ± 1.1 %), industrial sources (18.5 ± 1.3 %), copper smelters (14.4 ± 0.8 %), wood burning (12.3 ± 1.0 %), coastal sources (9.5 ± 0.7 %) and urban dust (3.0 ± 1.2 %). Our results show that over the 15 years analyzed here, four of the resolved sources significantly decreased 95 % confidence interval: motor vehicles 21.3 % 2.6, 36.5, industrial sources 39.3 % 28.6, 48.4, copper smelters 81.5 % 75.5, 85.9, and coastal sources 58.9 % 38.5, 72.5, while wood burning did not significantly change and urban dust increased by 72 % 48.9, 99.9. These changes are consistent with emission reduction measures, such as improved vehicle emission standards, cleaner smelting technology, introduction of low-sulfur diesel for vehicles and natural gas for industrial processes, public transport improvements, etc. However, it is also apparent that the mitigation expected from the above regulations has been partially offset by the increasing amount of private vehicle use in the city, with motor vehicles becoming the dominant source of ambient PM2.5 in recent years. Consequently, Santiago still experiences ambient PM2.5 levels above the annual and 24 h Chilean and World Health Organization standards, and further regulations are required to reach ambient air quality standards","2017-08-29","2018-04-12 13:26:14","2018-04-12 13:26:14","2017-10-16 12:51:23","10093-10107","","16","17","","","","","","","","","","en","","","","","","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo en revista científica/2017/Barraza et al_2017_Temporal evolution of main ambient PM3.pdf","","Ciudades Resilientes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLP8L335","journalArticle","2017","Hamisi, Mi; Lugomela, C; Lyimo, Tj; Bergman, B; Díez, B","Plankton composition, biomass, phylogeny and toxin genes in Lake Big Momela, Tanzania","African Journal of Aquatic Science","","1608-5914, 1727-9364","10.2989/16085914.2017.1334621","https://www.tandfonline.com/doi/full/10.2989/16085914.2017.1334621","Lake Big Momela, one of the East African soda lakes in Northern Tanzania characterised by highly saline-alkaline conditions, making them inhospitable to a range of organisms, although supporting massive growths of some adapted planktonic microorganisms that serve as food for birds, such as Lesser Flamingo. The temporal dynamics of plankton, with an emphasis on cyanobacteria, were examined in 2007 using morphological traits and ribosomal genetic markers (16S and 18S rRNA). Cyanobacterial genes encoding for hepatotoxins (mcyE and ndaF) were also screened. Rotifers and copepods dominated the zooplankton, whereas cyanobacteria, such as Anabaenopsis elenkinii and Arthrospira fusiformis dominated the phytoplankton community, and these being related to representatives in other East African soda lakes. The cyanobacteria community also showed distinct seasonal patterns influenced by environmental parameters, mainly salinity, pH and nitrate. Significant positive correlations were found between phytoplankton abundance and nitrate concentrations (r = 0.617, p = 0.033). No signals of the hepatotoxin synthetase genes mcyE and ndaF were retrieved from cyanobacteria during the whole year. In general, our data illustrate the presence of rich planktonic communities, including some unique and potentially endemic cyanobacteria.","2017-08-31","2018-04-12 13:26:14","2018-04-12 13:26:14","2017-09-14 12:37:02","109-121","","2","42","","","","","","","","","","en","","","","","CrossRef","","","","/home/nvaldebenito/Documentos/cr2articles_zotero/Artículo en revista científica/2017/Hamisi et al_2017_Plankton composition, biomass, phylogeny and toxin genes in Lake Big Momela,.pdf","","Zonas Costeras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F765II74","journalArticle","2016","Andrade-Flores, Marcos; Rojas, Nestor; Melamed, Megan L.; Mayol-Bracero, Olga L.; Grutter, Michel; Dawidowski, Laura; Antuña-Marrero, Juan Carlos; Rudamas, Carlos; Gallardo, Laura; Mamani-Paco, Ruben; Andrade, Maria de Fatima; Huneeus, Nicolas","Fostering a Collaborative Atmospheric Chemistry Research Community in the Latin America and Caribbean Region","Bulletin of the American Meteorological Society","","0003-0007","10.1175/BAMS-D-14-00267.1","http://journals.ametsoc.org/doi/10.1175/BAMS-D-14-00267.1","In 2013, the international Commission on Atmospheric Chemistry and Global Pollution (iCACGP) and the International Global Atmospheric Chemistry (IGAC) Project Americas Working Group (iCACGP/IGAC AWG) was formed to build a cohesive network and foster the next generation of atmospheric scientists with the goal of contributing to a scientific community focused on building collective knowledge for the Americas. The Latin America–Caribbean (LAC) region shares common history, culture, and socioeconomic issues but, at the same time, it is highly diverse in its physical and human geography. The LAC region is unique because approximately 80% of its population lives in urban areas, resulting in high-density hotspots of urbanization and vast unpopulated rural areas. In recent years, most countries of the region have experienced rapid growth in population and industrialization as their economies emerge. The rapid urbanization, the associated increases in mobile and industrial sources, and the growth of the agricultural activities related to biomass burning have degraded air quality in certain areas of the LAC region. Air pollution has negative implications for human health, ecosystems, and climate. In addition, air pollution and the warming caused by greenhouse gases could impact the melting of Andean glaciers, an important source of freshwater. To better understand the links between air pollution and climate, it is necessary to increase the number of atmospheric scientists and improve our observational, analytical, and modeling capacities. This requires sustained and prioritized funding as well as stronger collaboration within the LAC region.","2016-02-10","2018-04-12 13:26:14","2018-04-12 13:26:14","2017-01-27 15:13:02","1929-1939","","10","97","","Bull. Amer. Meteor. Soc.","","","","","","","","","","","","","journals.ametsoc.org (Atypon)","","","","/home/nvaldebenito/Zotero/storage/FBSG3A7U/andrade-flores_et_al_2016_fostering_a_collaborative_atmospheric_chemistry_research_community_in_the_latin.pdf","","Modelación y Sistemas de Observación","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VB5I4NXQ","journalArticle","2016","Aldunce, Paulina; Bórquez, Roxana; Adler, Carolina; Blanco, Gustavo; Garreaud, René","Unpacking Resilience for Adaptation: Incorporating Practitioners’ Experiences through a Transdisciplinary Approach to the Case of Drought in Chile","Sustainability","","2071-1050","10.3390/su8090905","http://www.mdpi.com/2071-1050/8/9/905","Current debate on the implementation of resilience in addressing climatic impacts calls for more pragmatic means of reducing losses. In this study we aimed to generate context-specific knowledge about resilience factors for addressing the impacts of drought, with the expectation that bringing forth experiential knowledge on how impacts were addressed in the past would shed light on what constitutes key resilience factors for practitioners working in urban contexts. The study was carried in three of the largest cities in Chile: Santiago, Concepción, and Valdivia. The analytical framework consists of urban and regional resilience incorporating transdisciplinary approaches applying the Resilience-Wheel tool, combined with participatory methods for the co-production of knowledge and qualitative content analysis of documents and workshops. Results show that key determinants of building resilience to drought were: improving education and access to information, enhancing preparedness, promoting technology transfer, reinforcing organizational linkages and collaboration, decentralizing governance, and encouraging citizen participation. The Resilience-Wheel was useful for navigating the conceptual complexity and diversity of perspectives inherent among social actors. The transdisciplinary approach allowed us to co-produce key knowledge that can be applied to build resilience in future, through a bottom-up approach that bridges the science–policy interface.","2016-09-06","2018-04-12 13:26:13","2018-04-12 13:26:13","2016-10-06 20:58:18","art905","","9","8","","","Unpacking Resilience for Adaptation","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/home/nvaldebenito/Zotero/storage/BJ35PESQ/aldunce_et_al_2016_unpacking_resilience_for_adaptation.pdf","","Dimensión Humana; Dinámica del Clima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGEZZPCY","journalArticle","2017","Puchi, Paulina; Muñoz, Ariel A; González, Mauro E; Abarzúa, Ana; Araya, Katerine; Towner, Ronald; Fitzek, Reinhard; Holz, Andrés; Stahle, Daniel","Potencial de los anillos de crecimiento de Pilgerodendron uviferum para el estudio histórico de las Iglesias de Chiloé, Patrimonio de la Humanidad","Bosque (Valdivia)","","0717-9200","10.4067/S0717-92002017000100012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002017000100012&lng=en&nrm=iso&tlng=en","Las iglesias de Chiloé son antiguas estructuras de madera reconocidas patrimonio de la humanidad por la UNESCO. Gran parte de su historia de construcción y reparaciones aún se desconoce. Considerando que muchas de las iglesias de Chiloé fueron construidas utilizando madera de Pilgerodendron uviferum, el objetivo de este trabajo fue evaluar el potencial de esta especie para datar piezas de madera de dos de estas históricas construcciones: las iglesias de Vilupulli e Ichuac. En Vilupulli se dataron piezas de 311 y 181 años provenientes de los pilares de la torre. Estas piezas fueron fechadas con cronologías de ancho de anillos de P. uviferum cercanas a las dos iglesias. También utilizando estas cronologías se dataron piezas de 79, 89, 97 y 135 años obtenidas a partir de los pilotes que sostienen el piso de la iglesia de Ichuac. Considerando que Vilupulli fue construida a principios del siglo XX, es posible que las muestras de la torre que presentaron fechas cercanas a 1918, sean parte del proceso tardío de construcción de la iglesia o de una restauración posterior. Por su parte, Ichuac fue construida a finales del siglo XIX, por lo que las piezas del piso que dataron entre 19201929, formarían parte de una posible restauración no descrita previamente en archivos históricos, la cual pudo ocurrir incluso varios años posterior a la fecha del anillo más reciente encontrado en las piezas estudiadas. Se concluye que P. uviferum tiene alto potencial para estudios históricos en estructuras patrimoniales en el sur de Chile.","2017","2018-04-12 13:26:12","2018-04-12 13:26:12","2017-08-04 12:53:45","109-121","","1","38","","","","","","","","","","en","","","","","CrossRef","","","","/home/nvaldebenito/Zotero/storage/XRI3EQRG/Puchi et al_2017_Potencial de los anillos de crecimiento de Pilgerodendron uviferum para el.pdf","","Agua y Extremos; Cambio de Uso de Suelo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASBQYGM7","journalArticle","2016","Brasseur, Guy P.; Gallardo, Laura","Climate Services: Lessons Learned and Future Prospects","Earth's Future","","2328-4277","10.1002/2015EF000338","http://onlinelibrary.wiley.com/doi/10.1002/2015EF000338/full","This perspective paper reviews progress made in the last decades to enhance the communication and use of climate information relevant to the political and economic decision process. It focuses, specifically, on the creation and development of climate services, and highlights a number of difficulties that have limited the success of these services. Among them are the insufficient awareness by societal actors of their vulnerability to climate change, the lack of relevant products and services offered by the scientific community, the inappropriate format in which the information is provided, and the inadequate business model adopted by climate services. The authors suggest that, to be effective, centers should host within the same center a diversity of staff including experts in climate science, specialists in impact, adaptation and vulnerability, representatives of the corporate world, agents of the public service as well as social managers and communication specialists. The role and importance of environmental engineering is emphasized.","2016-03","2018-04-12 13:26:12","2018-04-12 13:26:12","","79-89","","3","4","","","","","","","","","","","","","","","","","","","/home/nvaldebenito/Zotero/storage/RW9ABE5G/brasseur_gallardo_2016_climate_services.pdf","","Modelación y Sistemas de Observación","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8T88AX27","journalArticle","2017","McRostie, Virginia B.; Gayo, Eugenia M.; Santoro, Calogero M.; De Pol-Holz, Ricardo; Latorre, Claudio","The pre-Columbian introduction and dispersal of Algarrobo (Prosopis, Section Algarobia) in the Atacama Desert of northern Chile","PLOS ONE","","1932-6203","10.1371/journal.pone.0181759","http://dx.plos.org/10.1371/journal.pone.0181759","Archaeological and palaeoecological studies throughout the Americas have documented widespread landscape and environmental transformation during the pre-Columbian era. The highly dynamic Formative (or Neolithic) period in northern Chile (ca. 3700–1550 yr BP) brought about the local establishment of agriculture, introduction of new crops (maize, quinoa, manioc, beans, etc.) along with a major population increase, new emergent villages and technological innovations. Even trees such as the Algarrobos (Prosopis section Algarobia) may have been part of this transformation. Here, we provide evidence that these species were not native to the Atacama Desert of Chile (18–27S), appearing only in the late Holocene and most likely due to human actions. We assembled a database composed of 41 taxon specific AMS radiocarbon dates from archaeobotanical and palaeoecological records (rodent middens, leaf litter deposits), as well an extensive bibliographical review comprising archaeobotanical, paleoecological, phylogenetic and taxonomic data to evaluate the chronology of introduction and dispersal of these trees. Although Algarrobos could have appeared as early as 4200 yr BP in northernmost Chile, they only became common throughout the Atacama over a thousand years later, during and after the Formative period. Cultural and natural factors likely contributed to its spread and consolidation as a major silvicultural resource.","2017-07-24","2018-04-12 13:26:11","2018-04-12 13:26:11","2017-07-31 13:07:50","e0181759","","7","12","","","","","","","","","","en","","","","","CrossRef","","","","/home/nvaldebenito/Zotero/storage/V6A6ASYG/McRostie et al_2017_The pre-Columbian introduction and dispersal of Algarrobo (Prosopis, Section.pdf","","Ciudades Resilientes; Cambio de Uso de Suelo","","Etges, William J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
