itemId,status,created,lastModif,Datos Publicación -- 737,Usuario -- 739,Reconocimiento o Afiliacion -- 751,Estado -- 741,Título -- 742,Autores -- 743,Lineas Involucradas -- 745,DOI -- 746,Código ISSN / ISBN -- 747,Nombre Journal -- 748,Ubicación en Línea -- 749,Año de Publicación -- 750,PARTICIPACION -- 753,FONDOS que aportaron a la publicación -- 754,% aportado por FONDAP -- 755,% aportado por FONDECYT -- 756,% aportado por FONDEF -- 757,% aportado por BASAL -- 758,% aportado por ICM -- 759,% aportado por Otro (indicar) -- 760,Adjunta la Publicación -- 763,Abstract -- 764,Revisión INTERNA -- 738,Periodo -- 752,Líneas Involucradas antiguas -- 744
4846,o,07/01/16 21:00,08/01/16 18:00,,mgonzalez,SI,Publicadas,Native forest loss in the Chilean biodiversity hotspot: revealing the evidence,"Miranda A, A Altamirano, L Cayuela, A Lara, ME González",,10.1007/s10113-016-1010-7,,,,2016.0,,,20,,,,,,,,en zotero,REPORTADA 2016,ECO
4847,o,07/09/16 21:00,05/02/18 08:57,,sgomez,SI,En Revision,HIGH COMPETITIVE ABILITY OF CENTAUREA MELITENSIS NOT INCREASED IN INVASIVE PLANTS FROM CHILE,"SOTES G, CAVIERES LA &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; GÓMEZ -GONZÁLEZ S",:Land Use Change,,0717-6643,Gayana Botanica,,,:Investigadores ,,5,0,0,0,0,"95% FICM P05-002, CONICYT PBF-023, CONICYT 21100246",2340,,,REPORTADA 2018,:ECO 
4848,o,04/04/19 11:43,09/01/16 17:00,,lfarias,SI,Publicadas,Unravel biophysical factors on river water quality response in Chilean Central-Southern watersheds,"Yevenes, M.A., Arumi, J.L., Farias, L.",,10.1007/s10661-016-5235-1,,Environ.Monit.Assess.,,2016.0,,,,,,,,,2388,,en zotero,REPORTADA 2016,BGQ
4849,o,04/04/19 11:43,09/01/16 17:00,,lfarias,SI,Publicadas,Biogeochemical characteristics of a long-lived anticyclonic eddy in the eastern South Pacific Ocean,"Cornejo, M., Bravo, L., Ramos, M., Pizarro, O., Karstensen, J., Gallegos, M., Correa-Ramirez, M., Silva, N., Farias, L., Karp-Boss, L.",,10.5194/bg-13-2971-2016,,Biogeosciences,www.biogeosciences.net/13/2971/2016/,2016.0,,,,,,,,,2386,,en zotero,REPORTADA 2016,BGQ
4850,o,08/05/16 21:00,10/05/16 18:00,,myevenes,SI,Publicadas,"Tracing Nitrate-Nitrogen Sources and Modifications in a Stream Impacted by Various Land Uses, South Portugal","Yevenes, M.A., Soetaert, K., Mannaerts, C.M",,10.3390/w8090385,,Water Journal,http://www.mdpi.com/2073-4441/8/9/385#stats,2016.0,,,,,,,,,2391,,en zotero,REPORTADA 2016,BGQ
4851,o,08/07/16 21:00,04/04/19 11:43,,lfarias,SI,Publicadas,Climate relevant trace gases (N2O and CH4) in the Eurasian Basin (Arctic Ocean),"Verdugo, J., Damm, E., Snoeijs, P., Diez, P., Farias, L.",,10.1016/j.dsr.2016.08.016,,Deep Sea Research Part I,http://dx.doi.org/10.1016/j.dsr.2016.08.016,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,BGQ
4852,o,04/04/19 11:43,06/07/17 11:48,,paldunce,SI,Publicadas,Unpacking Resilience for Adaptation: Incorporating Practitioners’ Experiences through a Transdisciplinary Approach to the Case of Drought in Chile,"Aldunce, P.  Bórquez, R. Adler, C. Blanco, G. Garreaud, R.",,10.3390/su8090905,2071-1050,Sustainability,http://www.mdpi.com/2071-1050/8/9/905,2016.0,:Investigadores ,,20,80,,,,,2395,"Current debate on the implementation of resilience in addressing climatic impacts calls for more pragmatic means of reducing losses. In this study we aimed to generate context-specific knowledge about resilience factors for addressing the impacts of drought, with the expectation that bringing forth experiential knowledge on how impacts were addressed in the past would%%%shed light on what constitutes key resilience factors for practitioners working in urban contexts. The study was carried in three of the largest cities in Chile: Santiago, Concepción, and Valdivia. The analytical framework consists of urban and regional resilience incorporating transdisciplinary approaches applying the Resilience-Wheel tool, combined with participatory methods for the co-production of knowledge and qualitative content analysis of documents and workshops. Results show that key determinants of building resilience to drought were: improving education and access to information, enhancing preparedness, promoting technology transfer, reinforcing organizational linkages and collaboration, decentralizing governance, and encouraging citizen%%%participation. The Resilience-Wheel was useful for navigating the conceptual complexity and diversity of perspectives inherent among social actors. The transdisciplinary approach allowed us to co-produce key knowledge that can be applied to build resilience in future, through a bottom-up approach that bridges the science–policy interface.",en zotero,REPORTADA 2016,":CD ,               :HD "
4853,o,09/07/16 21:00,10/11/16 17:00,,flambert,SI,Publicadas,Mitigation of Drought Negative Effect on Ecosystem Productivity by Vegetation Mixing,"Van den Hoof, C., Lambert ,F.",,10.1002/2016jg003625,2169-8961,Journal of  Geophysical Research - Biogeosciences,http://onlinelibrary.wiley.com/doi/10.1002/2016JG003625/abstract,,,,,,,,,,,,en zotero,REPORTADA 2016,"MOS,                  CD"
4854,o,09/10/16 21:00,10/11/16 17:00,,calvarez,SI,Publicadas,Dual assimilation of satellite soil moisture to improve streamflow prediction in data-scarce catchments,"Alvarez-Garreton, C., Ryu, D., Western, A.W., Crow, W.T., Su, C-H., Robertson, D.R.",,10.1002/2015WR018429,1944-7973,Water Resources Research,http://onlinelibrary.wiley.com/doi/10.1002/2015WR018429/full,2016.0,,,,,,,,,2427,,en zotero,REPORTADA 2016,ECO
4855,o,09/10/16 21:00,05/02/18 08:58,,"czamorano, alara",SI,En Revision,Restoring forests for biodiversity and ecosystem services: a spatial multicriteria approach to identify priority areas,"Zamorano-Elgueta, C., Geneletti, D., Orsi, F., Cayuela, L., Lara, A., Rey Benayas, J.",:Land Use Change,,,Landscape and Urban Planning,,,:Postdoc ,,X,X,X,X,X,X,,,,REPORTADA 2018,:ECO 
4856,o,09/10/16 21:00,04/04/19 11:43,,"czamorano, alara, amiranda",SI,Publicadas,Monitoreo de los bosques nativos en Chile. Un desafío pendiente,"Miranda, A., Altamirano, A., Lara, A., Zamorano-Elgueta, C., et al.",:Land Use Change,10.4067/S0717-92002018000200265,0717-9200,Bosque,http://www.scielo.cl/scielo.php?script=sci_arttext&amp;amp;amp;amp;amp;amp;pid=S0717-92002018000200265&amp;amp;amp;amp;amp;amp;lng=en&amp;amp;amp;amp;amp;amp;nrm=iso&amp;amp;amp;amp;amp;amp;tlng=en,2018.0,:Investigadores ,,20,20,20,X,X,40 (CONICYT),,"Forest monitoring is important for decision making of forest management and conservation. In Chile, the forest monitoring system was initiated in 1994, which has been continued through the implementation of regional updates. This has enabled a temporal monitoring of the distribution and surface covered by native forest. However, while regional updates have reported increase in the surface covered by native forest, other studies have shown an opposite trend. Therefore, the capacity of the forest monitoring system to measure the temporal variation in forest areas was evaluated. Specifically, a review of reports and official data of the national forest monitoring system was carried out through the fulfillment of three basic criteria: i) comparability, ii) replicability and iii) quality. According to our results, the Chilean forest monitoring system does not fulfill their basic requirements because: (i) methodologies have not been consistent over time; (ii) it does not provide a baseline of land cover or forest loss that allows comparisons with changing forest area; iii) there is not adequate error estimation and how it can affect the results and analysis  of monitoring. The national forest monitoring system requires a redefinition of its aims and methods, guiding them to the long term by convening different stakeholders looking for a national agreement.",en zotero,REPORTADA 2018,:ECO 
4857,o,09/10/16 21:00,05/03/18 05:03,,"czamorano, alara",SI,En Preparacion,Effects of cattle grazing and selective logging on ecosystem functions: understanding forest degradation processes.  ,"Zamorano-Elgueta, C., Cayuela, L., Lara, A.",:Land Use Change,,,Biological Conservation,,,":Investigadores ,               :Postdoc ",,X,X,X,X,X,X,,,,REPORTADA 2018,:ECO 
4858,o,09/10/16 21:00,04/10/17 10:00,,egayo,SI,Publicadas,"Continuities and discontinuities in the socio-environmental systems of the Atacama Desert during the last 13,000 years","Santoro, C.M., Capriles, J.M., Gayo, E.M., de Porras, M.E., Maldonado, A., Standen, V.G., Latorre, C., Castro, V., Angelo, D., McRostie, V., Uribe, M.,  Valenzuela, D., Ugalde, P.C., Marquet, P.A.",,10.1016/j.jaa.2016.08.006,,Journal of Anthropological Archaeology,http://dx.doi.org/10.1016/j.jaa.2016.08.006,2016.0,:Investigadores ,,70,10,,,,20 (Programa Investigación Asociativa),2428,,en zoteropress,REPORTADA 2016,:BGQ 
4859,o,04/04/19 11:43,11/10/16 17:00,,lfarias,SI,Publicadas,"Spatial distribution of nitrous oxide (N2O) in the Reloncavi estuary-sound and adjacent sea (41-43ºS), Chilean Patagonia","Yevenes, M.A., Bello, A., Sanhueza-Guevara, S., Farias, L.",,10.1007/s12237-016-0184-z,,Estuaries and Coasts,,2016.0,,,100,,,,,,,,en zotero,REPORTADA 2016,BGQ
4860,o,10/07/16 21:00,05/02/18 09:48,,myevenes,SI,Publicadas,"Spatial Distribution of Nitrous Oxide (N2O) in the Reloncaví Estuary–Sound and Adjacent Sea (41°–43° S), Chilean Patagonia","Yevenes, M.A., Bello, A., Sanhueza-Guevara, S., Farias, L.",:Coastal Zones,10.1007/s12237-016-0184-z,,Estuaries and Coast,http://download.springer.com/static/pdf/496/art%253A10.1007%252Fs12237-016-0184-z.pdf?originUrl=http%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs12237-016-0184-z&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;token2=exp=1478711402~acl=%2Fstatic%2Fpdf%2F496%2Fart%25253A10.1007%25252Fs12237-016-0184-z.pdf%3ForiginUrl%3Dhttp%253A%252F%252Flink.springer.com%252Farticle%252F10.1007%252Fs12237-016-0184-z*~hmac=fdce4e3bcbdc849cb3894c80f5f1cfd7760de811f638e5726b33a93b7a671d91,2016.0,:Investigadores ,,X,,,,,,2531,,en zotero,REPORTADA 2017,
4861,o,02/06/17 21:00,03/07/18 04:10,,rrondanelli,SI,Publicadas,"Implementation of methane cycling for deep time, global warming simulations with the DCESS Earth System Model (Version 1.2)","Shaffer, G., Fernández Villanueva, E., Rondanelli, R., Pedersen, J. O. P., Olsen, S. M., Huber, M.",:Coastal Zones,10.5194/gmd-10-4081-2017,1991-9603,Geosci. Model Dev.,https://www.geosci-model-dev.net/10/4081/2017/,2017.0,:Investigadores ,,0,100,0,0,0,0,4021,"Geological records reveal a number of ancient, large and rapid negative excursions of carbon-13 isotope. Such excursions can only be explained by massive injections of depleted carbon to the Earth System over a short duration. These injections may have forced strong global warming events, sometimes accompanied by mass extinctions, for example the Triassic-Jurassic and End-Permian extinctions, 201 and 252 million years ago. In many cases evidence points to methane as the dominant form of injected carbon, whether as thermogenic methane, formed by magma intrusions through overlying carbon-rich sediment, or from warming-induced dissociation of methane hydrate, a solid compound of methane and water found in ocean sediments. As a consequence of the ubiquity and importance of methane in major Earth events, Earth System models should include a comprehensive treatment of methane cycling but such a treatment has often been lacking. Here we implement methane cycling in the Danish Center for Earth System Science (DCESS) model, a simplified but well-tested Earth System Model of Intermediate Complexity. We use a generic methane input function that allows variation of input type, size, time scale and ocean-atmosphere partition. To be able to treat such massive inputs more correctly, we extend the model to deal with ocean suboxic/anoxic conditions and with radiative forcing and methane lifetimes appropriate for high atmospheric methane concentrations. With this new model version, we carried out an extensive set of simulations for methane inputs of various sizes, time scales and ocean-atmosphere partitions to probe model behaviour. We find that larger methane inputs over shorter time scales with more methane dissolving in the ocean lead to ever-increasing ocean anoxia with consequences for ocean life and global carbon cycling. Greater methane input directly to the atmosphere leads to more warming and, for example, greater carbon dioxide release from land soils. Analysis of synthetic sediment cores from the simulations provides guidelines for the interpretation of real sediment cores spanning the warming events. With this improved DCESS model version and paleo-reconstructions, we are now better armed to gauge the amounts, types, time scales and locations of methane injections driving specific, observed deep time, global warming events.%%%",en zotero,REPORTADA 2018,:BGQ 
4862,o,04/04/19 11:43,05/02/18 10:42,,caguirre,SI,Publicadas,Wind waves climatology of the Southeast Pacific Ocean,"Aguirre, C., Rutllant, J., Falvey, M.",:Coastal Zones,10.1002/joc.5084,0899-8418,International Journal of Climatology,http://onlinelibrary.wiley.com/doi/10.1002/joc.5084/abstract,2017.0,:Postdoc ,,x,,,,,,,,en zotero,REPORTADA 2017,:MOS 
4863,o,04/04/19 11:43,04/04/19 11:43,,fbarraza,SI,Publicadas,Wood burning pollution in southern Chile: PM2.5 source apportionment using CMB and molecular markers,"Villalobosa, A. Francisco Barraza, Héctor Jorquera, James J. Schauer",,10.1016/j.envpol.2017.02.069,0269-7491 ,Environmental Pollution,http://dx.doi.org/10.1016/j.envpol.2017.02.069,2017.0,:Postdoc ,,25,,,,,,,"Temuco is a mid-size city representative of severe wood smoke pollution in southern Chile; i.e., ambient 24-h PM2.5 concentrations have exceeded 150 mg/m3 in the winter season and the top concentration reached 372 mg/m3 in 2010. Annual mean concentrations have decreased but are still above 30 mg/m3. For the very first time, a molecular marker source apportionment of ambient organic carbon (OC) and PM2.5 was conducted in Temuco. Primary resolved sources for PM2.5 were wood smoke (37.5%), coal combustion (4.4%), diesel vehicles (3.3%), dust (2.2%) and vegetative detritus (0.7%). Secondary inorganic PM2.5 (sulfates, nitrates and ammonium) contributed 4.8% and unresolved organic aerosols (generated from volatile emissions from incomplete wood combustion), including secondary organic aerosols, contributed 47.1%. Adding the contributions of unresolved organic aerosols to those from primary wood smoke implies that wood burning is responsible for 84.6% of the ambient PM2.5 in Temuco. This predominance of wood smoke is ultimately due to widespread poverty and a lack of efficient household heating methods. The government has been implementing emission abatement policies but achieving compliance with ambient air quality standards for PM2.5 in southern Chile remains a challenge.",en zoteropress,REPORTADA 2017,:MOS 
4864,o,04/04/19 11:43,04/04/19 11:43,,nhuneeus,SI,Publicadas,Subregional inversion of North African dust sources,"Escribano, J., Boucher, O., Chevallier, F., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Huneeus, N.",,10.1002/2016JD025020,0148-0227,Journal of Geophysical Research: Atmospheres,http://onlinelibrary.wiley.com/doi/10.1002/2016JD025020/abstract,2016.0,:Investigadores ,,"25,00 %",,,,,,,,en zotero,REPORTADA 2016,:MOS 
4865,o,04/04/19 11:43,04/04/19 11:43,,mgalleguillos,SI,Publicadas,Assessment of quality of input data used to classify ecosystems according to the IUCN Red List methodology: The case of the central Chile hotspot,"J. Alaniz, A., Galleguillos, M., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Perez-Quezada, J. F.",,10.1016/j.biocon.2016.10.038,0006-3207,Biological Conservation,https://www.sciencedirect.com/science/article/pii/S0006320716306954,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4866,o,04/04/19 11:43,04/04/19 11:43,,aosses,SI,Publicadas,Fixed-points in random Boolean networks: The impact of parallelism in the Barabási–Albert scale-free topology case,"Moisset de Espanés, P., Osses, A., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Rapaport, I.",,10.1016/j.biosystems.2016.10.003,0303-2647,Biosystems,https://www.sciencedirect.com/science/article/pii/S0303264716302520,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4867,o,04/04/19 11:43,04/04/19 11:43,,alara,SI,Publicadas,"Climatic responses of Pinus pseudostrobus and Abies religiosa in the Monarch Butterfly Biosphere Reserve, Central Mexico","Carlón Allende, T., Mendoza, M. E., Pérez-Salicrup, D. R., Villanueva-Díaz, J., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Lara, A.",,10.1016/j.dendro.2016.04.002,1125-7865,Dendrochronologia,http://linkinghub.elsevier.com/retrieve/pii/S1125786516300352,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4868,o,04/04/19 11:43,04/04/19 11:43,,mgalleguillos,SI,Publicadas,Detailed dynamic land cover mapping of Chile: Accuracy improvement by integrating multi-temporal data,"Zhao, Y., Feng, D., Yu, L., Wang, X., Chen, Y., Galleguillos, M., … Gong, P.",,10.1016/j.rse.2016.05.016,0034-4257,Remote Sensing of Environment,http://www.sciencedirect.com/science/article/pii/S0034425716302188,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4869,o,04/04/19 11:43,04/04/19 11:43,,rdepol,SI,Publicadas,Radiocarbon constraints on the extent and evolution of the South Pacific glacial carbon pool,"Ronge, T. A., Tiedemann, R., Lamy, F., Köhler, P., Alloway, B. V., De Pol-Holz, R., … Wacker, L.",,10.1038/ncomms11487,2041-1723,Nature Communications,http://www.nature.com/ncomms/2016/160509/ncomms11487/full/ncomms11487.html,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4870,o,04/04/19 11:43,04/04/19 11:43,,rdepol,SI,Publicadas,Hydrologic control of carbon cycling and aged carbon discharge in the Congo River basin,"Schefuß, E., Eglinton, T. I., Spencer-Jones, C. L., Rullkötter, J., De Pol-Holz, R., Talbot, H. M., … Schneider, R. R.",,10.1038/ngeo2778,1752-0894,Nature Geoscience,http://www.nature.com/ngeo/journal/v9/n9/full/ngeo2778.html,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4871,o,04/04/19 11:43,04/04/19 11:43,,rrondanelli,SI,Publicadas,The Solar Spectrum in the Atacama Desert,"Cordero, R. R., Damiani, A., Seckmeyer, G., Jorquera, J., Caballero, M., Rondanelli, R., … Laroze, D.",,10.1038/srep22457,2045-2322,Scientific Reports,http://www.nature.com/srep/2016/160302/srep22457/full/srep22457.html,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4872,o,04/04/19 11:43,04/04/19 11:43,,jbarichivich,SI,Publicadas,Record-breaking warming and extreme drought in the Amazon rainforest during the course of El Niño 2015–2016,"Jiménez-Muñoz, J. C., Mattar, C., Barichivich, J., Santamaría-Artigas, A., Takahashi, K., Malhi, Y., … Schrier, G. van der.",,10.1038/srep33130,2045-2322,Scientific Reports,http://www.nature.com/srep/2016/160908/srep33130/full/srep33130.html,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4873,o,04/04/19 11:43,04/04/19 11:43,,bdiez,SI,Publicadas,Variation in coastal Antarctic microbial community composition at sub-mesoscale: spatial distance or environmental filtering?,"Moreno-Pino, M., Iglesia, R. D. la, Valdivia, N., Henríquez-Castilo, C., Galán, A., Díez, B., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Trefault, N.",,10.1093/femsec/fiw088,0168-6496,FEMS Microbiology Ecology,http://femsec.oxfordjournals.org/content/92/7/fiw088,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4874,o,04/04/19 11:43,04/04/19 11:43,,rgarreaud,SI,Publicadas,South Pacific Integrated Ecosystem Studies meeting: toward conservation and sustainable use of marine resources in the South Pacific,"Parada, C., Frusher, S., Bustamante, R. H., Di Lorenzo, E., Bernal, P., Garreaud, R., … Yannicelli, B.",,10.1111/fog.12148,1054-6006,Fisheries Oceanography,http://doi.wiley.com/10.1111/fog.12148,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4875,o,04/04/19 11:43,04/04/19 11:43,,jbarichivich,SI,Publicadas,State of the Climate in 2015,"Blunden, J., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Arndt, D. S.  (Barichivich, J. co-author of Chapter 2 Section 9)",,10.1175/2016BAMSStateoftheClimate.1,0003-0007,Bulletin of the American Meteorological Society,http://journals.ametsoc.org/doi/10.1175/2016BAMSStateoftheClimate.1,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4876,o,04/04/19 11:43,04/04/19 11:43,,rgarreaud,SI,Publicadas,Coastal Clouds at the Eastern Margin of the Southeast Pacific: Climatology and Trends,"Muñoz, R. C., Quintana, J., Falvey, M. J., Rutllant, J. A., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Garreaud, R.",,10.1175/JCLI-D-15-0757.1,0894-8755,Journal of Climate,http://journals.ametsoc.org/doi/10.1175/JCLI-D-15-0757.1,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4877,o,04/04/19 11:43,04/04/19 11:43,,rgarreaud,SI,Publicadas,"Orographic Precipitation in Coastal Southern Chile: Mean Distribution, Temporal Variability, and Linear Contribution","Garreaud, R., Falvey, M., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Montecinos, A.",,10.1175/JHM-D-15-0170.1,1525-755X,Journal of Hydrometeorology,http://journals.ametsoc.org/doi/abs/10.1175/JHM-D-15-0170.1,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4878,o,04/04/19 11:43,04/04/19 11:43,,bdiez,SI,Publicadas,"Metagenomic Analysis of the Indian Ocean Picocyanobacterial Community: Structure, Potential Function and Evolution","Díez, B., Nylander, J. A. A., Ininbergs, K., Dupont, C. L., Allen, A. E., Yooseph, S., … Bergman, B.",,10.1371/journal.pone.0155757,1932-6203,PloS one,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0155757,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4879,o,04/04/19 11:43,04/04/19 11:43,,dchristie,SI,Publicadas,Coupled Socio-Environmental Changes Triggered Indigenous Aymara Depopulation of the Semiarid Andes of Tarapacá-Chile during the Late 19th-20th Centuries,"Lima, M., Christie, D. A., Santoro, M. C., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Latorre, C.",,10.1371/journal.pone.0160580,1932-6203,PloS one,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0160580,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4880,o,04/04/19 11:43,04/04/19 11:43,,rdepol,SI,Publicadas,"Holocene tephrochronology around Cochrane (∼ 47 S), southern Chile","Stern, C. R., Moreno, P. I., Henríquez, W. I., Villa-Martínez, R., Sagredo, E., Aravena, J. C., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; De Pol-Holz, R.",,10.5027/andgeoV43n1-a01,0718-7106,Andean Geology,http://www.andeangeology.cl/index.php/revista1/article/view/V43n1-a01,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4881,o,04/04/19 11:43,04/04/19 11:43,,mgalleguillos,SI,Publicadas,How many measurements are needed to estimate accurate daily and annual soil respiration fluxes? Analysis using data from a temperate rainforest,"Perez-Quezada, J. F., Brito, C. E., Cabezas, J., Galleguillos, M., Fuentes, J. P., Bown, H. E., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Franck, N.",,10.5194/bg-13-6599-2016,1726-4170,Biogeosciences,http://www.biogeosciences.net/13/6599/2016/,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4882,o,04/04/19 11:43,04/04/19 11:43,,mrojas,SI,Publicadas,The South American monsoon variability over the last millennium in climate models,"Rojas, M., Arias, P. A., Flores-Aqueveque, V., Seth, A., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Vuille, M.",,10.5194/cp-12-1681-2016,1814-9324,Climate of the Past,http://www.clim-past.net/12/1681/2016/,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4883,o,04/04/19 11:43,12/11/17 04:30,,alara,SI,Publicadas,Forests and water in South America,"Jones, J., Almeida, A., Cisneros, F., Iroumé, A., Jobbágy, E., Lara, A., … Villegas, J. C.",,10.1002/hyp.11035,0885-6087,Hydrological Processes,http://onlinelibrary.wiley.com/doi/10.1002/hyp.11035/abstract,2017.0,:Investigadores ,,x,,,,,,,,en zotero,REPORTADA 2017,:ECO 
4884,o,04/04/19 11:43,12/11/17 04:21,,mgalleguillos,SI,Publicadas,Estimation of actual evapotranspiration over a rainfed vineyard using a 1-D water transfer model: A case study within a Mediterranean watershed,"Galleguillos, M., Jacob, F., Prévot, L., Faúndez, C., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Bsaibes, A.",,10.1016/j.agwat.2017.01.006,0378-3774,Agricultural Water Management,http://www.sciencedirect.com/science/article/pii/S037837741730015X?np=y,2017.0,:Investigadores ,,x,,,,,,,,en zotero,REPORTADA 2017,:ECO 
4885,o,04/04/19 11:43,04/04/19 11:43,,mgalleguillos,SI,Publicadas,Assessment of quality of input data used to classify ecosystems according to the IUCN Red List methodology: The case of the central Chile hotspot,"J. Alaniz, A., Galleguillos, M., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Perez-Quezada, J. F.",,10.1016/j.biocon.2016.10.038,0006-3207,Biological Conservation,https://www.sciencedirect.com/science/article/pii/S0006320716306954,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4886,o,04/04/19 11:43,04/04/19 11:43,,aosses,SI,Publicadas,Fixed-points in random Boolean networks: The impact of parallelism in the Barabási–Albert scale-free topology case,"Moisset de Espanés, P., Osses, A., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Rapaport, I.",,10.1016/j.biosystems.2016.10.003,0303-2647,Biosystems,https://www.sciencedirect.com/science/article/pii/S0303264716302520,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4887,o,04/04/19 11:43,04/04/19 11:43,,alara,SI,Publicadas,"Climatic responses of Pinus pseudostrobus and Abies religiosa in the Monarch Butterfly Biosphere Reserve, Central Mexico","Carlón Allende, T., Mendoza, M. E., Pérez-Salicrup, D. R., Villanueva-Díaz, J., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Lara, A.",,10.1016/j.dendro.2016.04.002,1125-7865,Dendrochronologia,http://linkinghub.elsevier.com/retrieve/pii/S1125786516300352,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4888,o,04/04/19 11:43,04/04/19 11:43,,mgalleguillos,SI,Publicadas,Detailed dynamic land cover mapping of Chile: Accuracy improvement by integrating multi-temporal data,"Zhao, Y., Feng, D., Yu, L., Wang, X., Chen, Y., Galleguillos, M., … Gong, P.",,10.1016/j.rse.2016.05.016,0034-4257,Remote Sensing of Environment,http://www.sciencedirect.com/science/article/pii/S0034425716302188,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4889,o,04/04/19 11:43,04/04/19 11:43,,bdiez,SI,Publicadas,"Physiological and gene expression responses to nitrogen regimes and temperatures in Mastigocladus sp. strain CHP1, a predominant thermotolerant cyanobacterium of hot springs","Alcamán, M. E., Alcorta, J., Bergman, B., Vásquez, M., Polz, M., &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp; Díez, B.",,10.1016/j.syapm.2016.11.007,0723-2020,Systematic and Applied Microbiology,http://www.sciencedirect.com/science/article/pii/S0723202016301394,2017.0,,,,,,,,,,,en zotero,REPORTADA 2017,T
4890,o,04/04/19 11:43,04/04/19 11:43,,rdepol,SI,Publicadas,Radiocarbon constraints on the extent and evolution of the South Pacific glacial carbon pool,"Ronge, T. A., Tiedemann, R., Lamy, F., Köhler, P., Alloway, B. V., De Pol-Holz, R., … Wacker, L.",,10.1038/ncomms11487,2041-1723,Nature Communications,http://www.nature.com/ncomms/2016/160509/ncomms11487/full/ncomms11487.html,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
4891,o,04/04/19 11:43,04/04/19 11:43,,rdepol,SI,Publicadas,Hydrologic control of carbon cycling and aged carbon discharge in the Congo River basin,"Schefuß, E., Eglinton, T. I., Spencer-Jones, C. L., Rullkötter, J., De Pol-Holz, R., Talbot, H. M., … Schneider, R. R.",,10.1038/ngeo2778,1752-0894,Nature Geoscience,http://www.nature.com/ngeo/journal/v9/n9/full/ngeo2778.html,2016.0,,,,,,,,,,,en zotero,REPORTADA 2016,T
